número,nombre
10225-53559-FO,Andina
27066-95252-HM,III de Atacama Kozan
319-92100-MI,Las Piedras
26699-11238-BN,"Kura Oncology, Inc."
9932-85384-BH,San Gerónimo
1439-73975-BO,Aircastle Limited
14091-36612-MG,"Evolving Systems, Inc."
22294-35106-JN,Clifton Bancorp Inc.
33533-98105-GA,First Trust Nasdaq Retail ETF
22579-71301-KM,Special Opportunities Fund Inc.
63600-50703-JG,"Chunghwa Telecom Co., Ltd."
90003-80773-FA,Lota
84495-15415-KK,Carvana Co.
16123-17886-DG,"CatchMark Timber Trust, Inc."
37430-56916-AG,"Financial Engines, Inc."
66191-63060-AM,Fertón
58457-26208-OO,Drive Shack Inc.
63884-41101-KN,Pampa Camarones
39986-44313-EJ,Schwager
44415-90889-IB,First Trust Nasdaq Retail ETF
13720-5126-EB,First Trust International Multi-Asset Diversified Income Index
85086-51718-HE,KT Corporation
61082-76740-EI,"Adams Diversified Equity Fund, Inc."
63886-61298-BI,West Corporation
11026-70803-KL,"Midland States Bancorp, Inc."
78724-46796-JG,El Guindo
83632-97993-LB,"RiverNorth Opportunities Fund, Inc."
58921-94565-FO,El Toqui
51505-62261-HB,First Trust Nasdaq Retail ETF
98652-62449-LF,Manantial
90247-19199-KG,L.B. Foster Company
91391-49925-IE,Torchmark Corporation
26711-31509-HK,Las Arenitas
34599-9193-DJ,"Chegg, Inc."
53577-64350-OG,Kite Realty Group Trust
61706-72829-AB,Quiborax - Ascotán
48594-32156-HL,Las Luces
41695-33548-OM,La Perla
86384-55972-NK,"Rush Enterprises, Inc."
49514-32406-JG,III de Atacama Kozan
50932-68162-FA,"Zynerba Pharmaceuticals, Inc."
3610-78547-OO,"Sarepta Therapeutics, Inc."
32250-71422-ML,Quiborax
10282-1491-KD,Pirquitas
73252-5310-HG,Don Alberto
54988-53795-OL,"H&R Block, Inc."
44308-28043-JD,Texas Pacific Land Trust
73368-33754-LB,Limoneira Co
85880-45231-BI,Pascua
56507-21594-HK,HollyFrontier Corporation
14518-32693-HF,Can Can
28970-71534-DD,El Tesoro
29158-96661-BG,"Gabelli Equity Trust, Inc. (The)"
5642-42023-GJ,La Perla
49948-31212-DB,"NextEra Energy, Inc."
59030-26758-JK,"support.com, Inc."
71920-9183-GM,Kraton Corporation
62812-66826-MH,Punitaqui
97209-48252-BL,Lenga
20303-60034-IB,"Argos Therapeutics, Inc."
62496-48465-HN,Alliance National Municipal Income Fund Inc
32772-45607-II,AdvisorShares Market Adaptive Unconstrained Income ETF
15503-55577-FL,Data Processing
67391-97549-AA,Faride
67054-70302-LF,Flor de Los Andes
22030-43978-GG,Punitaqui
22153-59960-LJ,E*TRADE Financial Corporation
43840-89861-KK,United States Cellular Corporation
97961-87759-FB,Los Pelambres
56520-83331-BO,Celgene Corporation
92206-85864-FB,"First Hawaiian, Inc."
72382-8489-BN,Punitaqui
33769-39113-FA,Celgene Corporation
97754-34287-BL,Torchmark Corporation
50100-25116-OA,Cambrex Corporation
84231-51232-NG,"China Lodging Group, Limited"
38797-90146-BH,Julia
67592-55129-FM,Gilat Satellite Networks Ltd.
57954-43856-DL,CMP - Cerro Negro Norte
17050-91357-AN,Double Eagle Acquisition Corp.
92811-78417-OG,"CenterPoint Energy, Inc."
81775-67097-FE,Silvercrest Asset Management Group Inc.
39520-44860-AJ,B.O.S. Better Online Solutions
93071-45261-HK,"Forterra, Inc."
39855-27846-NM,Mantos de la Luna
1737-39599-EA,Nuveen Energy MLP Total Return Fund
99059-91019-DM,"Argos Therapeutics, Inc."
70672-70300-FE,"Hurco Companies, Inc."
25413-615-HL,Lambert
28245-38101-ED,"Clear Channel Outdoor Holdings, Inc."
78194-97920-BB,E.I. du Pont de Nemours and Company
61545-23790-FA,Elkhorn Commodity Rotation Strategy ETF
24477-96319-EK,"Universal Stainless & Alloy Products, Inc."
92264-57645-MD,Del Fierro
84188-35390-HG,Don Alberto
26281-26427-GM,Quebrada Blanca
72972-42557-FD,"CenterPoint Energy, Inc."
87396-11181-EM,"Entergy Louisiana, Inc."
87769-2073-BE,"Universal Stainless & Alloy Products, Inc."
23260-29583-JB,SQM - Mapocho
13699-61563-AG,"Mirna Therapeutics, Inc."
86858-80315-BA,"The Travelers Companies, Inc."
87873-59680-FK,iShares MSCI EM ESG Optimized ETF
53078-79268-DG,Lota
9522-9156-FB,Urstadt Biddle Properties Inc.
65399-15474-KN,"RiverNorth Opportunities Fund, Inc."
4958-84933-EA,Celgene Corporation
24083-92934-NL,Caserones
50359-96917-HI,"Cyclacel Pharmaceuticals, Inc."
6674-36692-OF,"Cyclacel Pharmaceuticals, Inc."
82060-90004-MO,"Adams Diversified Equity Fund, Inc."
74953-79131-GG,Dollar General Corporation
67145-80877-IN,AdvisorShares Market Adaptive Unconstrained Income ETF
21525-34053-JA,"Tootsie Roll Industries, Inc."
62525-76203-BA,Cosayach - Cala Cala
38599-58214-BG,Comcast Corporation
61993-75239-LM,"Idera Pharmaceuticals, Inc."
54717-45682-FE,PowerShares BuyBack Achievers Portfolio
19058-71879-JA,Vina Concha Y Toro
76052-60498-GH,Cowen Inc.
13035-22123-FN,Sierra Miranda
55445-51910-HD,"Financial Engines, Inc."
10575-60237-BJ,Don Alberto
58641-2915-JD,Georgia Power Company
6882-8677-JN,PIMCO Dynamic Credit and Mortgage Income Fund
58670-41255-AO,"Entergy Louisiana, Inc."
1890-67426-HA,Arlington Asset Investment Corp
93556-85807-BA,"MasTec, Inc."
80495-94257-DB,Tata Motors Ltd
66373-11-JF,Spence
65068-4169-EB,Bronce de Petorca
88809-30755-LD,Marte Lobo
78511-26120-LF,Schwager
68402-13659-BG,Fair Isaac Corporation
71132-18672-HL,Celgene Corporation
94461-38507-BK,"SeaChange International, Inc."
68425-10215-AH,Peabody Energy Corporation
65682-12563-KA,Diana Shipping inc.
14673-45639-GJ,Carvana Co.
17283-48273-MD,Central Garden & Pet Company
24226-72258-DD,"Xenia Hotels & Resorts, Inc."
22047-65034-AD,Entegra Financial Corp.
80655-5067-IJ,"HD Supply Holdings, Inc."
87553-13943-FI,Cerro Negro
76381-57737-HH,Janus Henderson Small Cap Growth Alpha ETF
67863-84591-LK,PowerShares Golden Dragon China Portfolio
71736-33102-IF,Lota
46623-85430-DO,"Mid-America Apartment Communities, Inc."
5350-5653-AH,China Cord Blood Corporation
34175-10518-EK,Inseego Corp.
8430-78796-AF,Algorta
80327-61079-BJ,American Homes 4 Rent
52410-49813-IB,"Commerce Bancshares, Inc."
89858-28775-BH,"Forterra, Inc."
21749-91616-GL,Dollar General Corporation
13134-99192-BD,Andes Travertine
78413-30058-DJ,American Homes 4 Rent
66681-55206-IK,Corporate Asset Backed Corp CABCO
23901-70992-MF,Microsemi Corporation
96798-69436-BK,"PDF Solutions, Inc."
65664-73550-AB,BRF S.A.
80904-89033-KF,Applied DNA Sciences Inc
78017-97939-EN,"Commercial Vehicle Group, Inc."
87750-21738-MA,CoreSite Realty Corporation
77366-80505-DB,Salesforce.com Inc
97970-47080-BO,"XO Group, Inc."
63126-48890-NM,Regal Entertainment Group
78478-42701-MB,Cosayach - Soledad
45565-98922-EO,"Gray Television, Inc."
66620-17192-GD,SQM Salar
47732-93246-HF,China Mobile (Hong Kong) Ltd.
71221-47144-JB,Azul S.A.
77975-19653-LF,Special Opportunities Fund Inc.
24979-68833-BN,AbbVie Inc.
66414-12924-MB,"Impax Laboratories, Inc."
95328-48689-BM,Candelaria
82900-75967-IB,"Safe Bulkers, Inc"
48098-58774-MI,"Sierra Oncology, Inc."
5411-53840-ME,El Soldado
50813-55342-LD,Corporate Asset Backed Corp CABCO
96246-75822-OM,Inseego Corp.
98430-50344-IB,Terreno Realty Corporation
55401-47605-DK,Mackinac Financial Corporation
8674-65611-IN,Celite - Carol
6615-38669-BG,Alliance National Municipal Income Fund Inc
33531-32695-DE,"Westbury Bancorp, Inc."
38075-37629-LN,Fair Isaac Corporation
12732-37603-HK,El Salvador
41368-39926-BL,Isla Guarello
61289-92908-MG,Mantos de la Luna
64944-36818-DE,Cerro Colorado
20545-16319-OG,"Meridian Waste Solutions, Inc"
6492-74492-BL,SQM - María Elena
90181-14079-EE,Fertón
28192-30002-AB,CVS Health Corporation
5637-70545-HL,Vanguard Russell 3000 ETF
6910-84736-MO,Costamare Inc.
70237-92916-JD,United Insurance Holdings Corp.
28956-67634-MK,Caleta El Cobre
56034-28-FE,"PrivateBancorp, Inc."
1077-13115-GI,"OraSure Technologies, Inc."
27509-67376-GB,Fertón
61432-12306-DL,Gladstone Commercial Corporation
52132-65104-OD,"Littelfuse, Inc."
62621-45157-FB,"Arista Networks, Inc."
37703-10736-AL,Vina Concha Y Toro
49185-18466-FB,Altamira
80082-62779-NH,EQT Corporation
17236-12145-BB,Gilat Satellite Networks Ltd.
74503-32906-EF,San José
45035-68834-BN,"support.com, Inc."
68579-6737-NM,"OraSure Technologies, Inc."
30764-91566-GM,"Sportsman's Warehouse Holdings, Inc."
66535-42124-JL,"Ocular Therapeutix, Inc."
13038-96940-EA,Dorado
83999-69650-HB,San José
37574-65471-MM,"Franklin Financial Network, Inc."
3852-56027-OD,Enel Generacion Chile S.A.
73150-87176-DE,Westpac Banking Corporation
91310-57895-BA,"India Fund, Inc. (The)"
44492-34025-MF,Western Asset Bond Fund
31156-56585-IF,"support.com, Inc."
70207-65347-MD,Sierra Gorda
38634-34615-HE,"Western New England Bancorp, Inc."
36147-7594-FL,Microsemi Corporation
3422-46064-GG,"Adams Diversified Equity Fund, Inc."
2126-98085-JK,Regal Entertainment Group
88592-89116-MB,SQM - Mapocho
6804-81026-KN,Flor de Los Andes
90729-88551-BI,"Ellie Mae, Inc."
94570-65005-BJ,Yelp Inc.
75839-66434-IK,PTC Inc.
74773-40685-FO,"H&R Block, Inc."
70432-96384-GB,"Xenia Hotels & Resorts, Inc."
1128-23726-BO,Lomas Bayas
76830-44286-FJ,San Gerónimo
74754-25252-LF,Cerro Colorado
57269-84109-LB,Pupunahue
62082-87199-KL,El Guindo
74459-45698-EE,Nuveen Floating Rate Income Fund
4728-10426-LE,"Commerce Bancshares, Inc."
58577-61586-LL,Peabody Energy Corporation
54880-53653-IF,Crawford & Company
25386-99111-JK,"Delcath Systems, Inc."
6384-74251-NJ,Peabody Energy Corporation
4345-11540-OF,Chimberos
3750-50412-LB,El Morro
79184-66622-DL,El Teniente
61679-9297-OH,Silvercrest Asset Management Group Inc.
43547-38999-JI,Pucobre
34413-2527-AA,Las Piedras
58579-22286-MB,"German American Bancorp, Inc."
77361-78134-KF,Eagle Bulk Shipping Inc.
21688-43128-EL,Refugio
8813-79020-JM,"Avon Products, Inc."
53176-76747-BB,Las Cenizas
39864-18540-GE,DRDGOLD Limited
45760-31846-AN,"Pinnacle Financial Partners, Inc."
30026-85403-MJ,KT Corporation
40076-38332-AK,"Gabelli Equity Trust, Inc. (The)"
86558-87653-HO,"Aspen Technology, Inc."
6953-89399-NN,Apollo Senior Floating Rate Fund Inc.
36655-71020-LD,Northern Trust Corporation
58117-97965-KN,The Community Financial Corporation
54458-47426-FD,Azul S.A.
81118-29705-OA,"Hurco Companies, Inc."
63313-14020-JA,Inseego Corp.
33690-85768-AB,Candelaria
6849-9973-JK,"Ocular Therapeutix, Inc."
54217-82416-HK,KT Corporation
58394-76934-BN,"Aspen Technology, Inc."
28891-35120-JJ,Walter Investment Management Corp.
74129-48462-IK,Royal Caribbean Cruises Ltd.
3407-50564-HD,Cummins Inc.
66806-6301-KE,Johnson & Johnson
65494-96710-LL,Suncor EnergyInc.
12816-59866-GM,"Evolving Systems, Inc."
48808-71181-NK,PowerShares Golden Dragon China Portfolio
51251-76181-LM,Orbotech Ltd.
9797-43871-JB,SQM Salar
16331-37005-KG,"Meridian Waste Solutions, Inc"
87195-71522-DB,Gabriela Mistral
48823-10443-HA,"National American University Holdings, Inc."
66889-52626-JA,"Nutanix, Inc."
12302-72128-KK,ACF - Lagunas
10796-53228-GA,Caupolicán
44450-36843-BL,Eaton Vance Corporation
26614-67861-AH,Aircastle Limited
42786-71805-JI,"Ulta Beauty, Inc."
85395-90979-FA,Blackstone GSO Long Short Credit Income Fund
87422-62070-GK,EPR Properties
93638-35376-JF,"Cyclacel Pharmaceuticals, Inc."
24583-65178-HA,Peabody Energy Corporation
33145-87384-BB,"Financial Engines, Inc."
99722-81044-BB,"PrivateBancorp, Inc."
40522-38004-MI,"Hawkins, Inc."
82830-30561-HG,"Safe Bulkers, Inc"
56137-13031-LK,Pampa Camarones
85454-19663-BO,Tuina
76008-26656-FJ,Nuveen Michigan Quality Municipal Income Fund
34629-85980-DK,Great Plains Energy Inc
34136-59248-JL,Forum Merger Corporation
85534-73892-GM,"China Lodging Group, Limited"
84883-53516-OL,Silvercrest Asset Management Group Inc.
87427-74843-IE,"Fiserv, Inc."
69169-46407-NB,Apollo Senior Floating Rate Fund Inc.
44104-97893-MF,"Kura Oncology, Inc."
33304-86582-BL,Catamutún
44670-45003-GB,Ceragon Networks Ltd.
23553-59212-JN,Las Piedras
8653-96679-GK,"Arista Networks, Inc."
76647-31100-OL,Quebrada Blanca
27130-60719-EA,Marte Lobo
64902-23285-JB,"Fiserv, Inc."
13375-96733-BN,Fair Isaac Corporation
67748-32472-DL,"Tootsie Roll Industries, Inc."
37542-36394-JO,Toll Brothers Inc.
20727-71116-MO,Choquelimpie
73860-37852-BB,E*TRADE Financial Corporation
37328-31689-HG,Caleta El Cobre
34507-65409-EI,"Texas Capital Bancshares, Inc."
30860-43287-IL,Manantial
38671-23666-OJ,PureFunds ETFx HealthTech ETF
20701-22946-FL,Candelaria
37371-51001-DD,Celgene Corporation
90616-64077-HN,SQM - Pedro de Valdivia
6752-21725-OB,Esterline Technologies Corporation
55047-42301-DF,Zaldívar
62394-27648-JE,"Gabelli Equity Trust, Inc. (The)"
7014-2596-AD,Imax Corporation
18564-54132-KI,III de Atacama Kozan
37900-78271-GM,Esperanza
59654-90947-DO,Crawford & Company
56103-54568-JL,PowerShares Golden Dragon China Portfolio
83055-76594-GB,Inacesa - El Jilguero
75239-86685-GA,"Financial Engines, Inc."
19404-59182-MB,Fair Isaac Corporation
21755-4241-EG,Park-Ohio Holdings Corp.
38926-22710-BB,"Dynex Capital, Inc."
41311-13806-OG,Forum Merger Corporation
44186-62226-NI,CMP - Boquerón Chañar
70095-54752-LB,"Hub Group, Inc."
56627-2058-OF,AbbVie Inc.
52435-92551-GL,"Ashford Hospitality Prime, Inc."
35344-51957-DI,Cerro Casale
84709-73917-FL,DRDGOLD Limited
32927-68640-LJ,El Morro
78900-61650-BI,GlaxoSmithKline PLC
70914-32510-KD,"Tootsie Roll Industries, Inc."
57190-29333-FO,Independence Holding Company
56167-75185-MH,Randgold Resources Limited
30286-27607-EL,Pure Cycle Corporation
21004-88992-EK,Nuveen Connecticut Quality Municipal Income Fund
46732-28453-MI,Nuveen Floating Rate Income Fund
19162-62992-IL,U.S. Energy Corp.
52753-78369-JK,Intracampos
94755-22781-LB,San José
83597-22875-GI,"Nustar GP Holdings, LLC"
88098-68014-IK,Western Asset Bond Fund
57693-85059-EM,Cerro Bayo
52759-69415-JM,The9 Limited
64027-37676-NM,Yahoo! Inc.
6006-20336-BJ,Nuveen Floating Rate Income Fund
8337-84507-OM,"Sierra Oncology, Inc."
22839-67764-AL,Michilla
94090-91044-MK,Torchmark Corporation
41177-27469-NI,"Western New England Bancorp, Inc."
63121-19011-MO,Aircastle Limited
27444-30502-AK,El Guindo
14541-91415-OA,"Evolving Systems, Inc."
89405-27468-BL,Lambert
73082-80784-AB,Can Can
45794-98047-KI,"Pinnacle Financial Partners, Inc."
20682-41206-NA,TICC Capital Corp.
9907-96602-FO,Trongol
41553-52381-KF,San José
50913-99185-LL,Stamps.com Inc.
34936-771-JM,SCL Chemetall
8148-68097-LJ,El Teniente
81086-47613-JD,Great Elm Capital Corp.
31764-22505-BG,Neff Corporation
92975-11742-DI,"FSB Bancorp, Inc."
38303-43714-OA,"Zynerba Pharmaceuticals, Inc."
43398-87628-NH,STMicroelectronics N.V.
8013-74235-BD,Blackstone GSO Long Short Credit Income Fund
46378-72706-BO,Trongol
42114-41249-NH,Laguna Siren
95629-87952-GB,Kopin Corporation
84144-52390-BA,Peckett
70323-73725-EM,"Avenue Therapeutics, Inc."
40442-48228-BJ,"Texas Capital Bancshares, Inc."
26769-39277-AE,Antucoya
50898-32220-GB,Carvana Co.
54100-22250-FF,Tata Motors Ltd
73961-5502-MM,Patriot National Bancorp Inc.
52547-46663-OI,Refugio
21202-50464-DA,"The Travelers Companies, Inc."
69129-4525-OF,Western Asset Bond Fund
86179-43439-OI,Randgold Resources Limited
24412-24214-AH,"Nutanix, Inc."
42255-23582-ID,Forum Merger Corporation
52987-81916-LA,Novanta Inc.
83078-54025-FG,"support.com, Inc."
20453-46281-OA,PureFunds ETFx HealthTech ETF
46997-34695-JA,Diageo plc
46910-2014-LM,"Ocular Therapeutix, Inc."
63090-69868-LI,Schwager
70756-75752-OO,"Impax Laboratories, Inc."
18236-11849-GE,Novelion Therapeutics Inc.
64538-14473-KL,Randgold Resources Limited
60656-96389-BI,Pure Cycle Corporation
43197-2620-JL,CVS Health Corporation
51604-37504-DM,"The Chefs' Warehouse, Inc."
69237-63895-EK,Lions Gate Entertainment Corporation
39898-34487-AD,Quiborax
84926-3837-OO,Vanguard Russell 3000 ETF
12793-9146-KN,Galectin Therapeutics Inc.
5141-95119-DM,Lambert
34449-65862-BB,Peapack-Gladstone Financial Corporation
80397-80785-BJ,Randgold Resources Limited
12108-11602-DB,"Adams Diversified Equity Fund, Inc."
10870-51750-LD,Galectin Therapeutics Inc.
27174-71817-LK,"Apple Hospitality REIT, Inc."
6166-84410-KH,La Coipa
28196-14586-BD,PowerShares Golden Dragon China Portfolio
93371-2082-MI,"PDF Solutions, Inc."
42762-3124-EA,"Waste Management, Inc."
19582-63991-DL,"Hawkins, Inc."
75812-18063-AH,AbbVie Inc.
765-91174-IF,Vanguard Russell 3000 ETF
49081-62560-IF,"Xenia Hotels & Resorts, Inc."
94873-92850-JJ,"Xenia Hotels & Resorts, Inc."
15521-94513-LH,Julia
49091-91209-NM,Celgene Corporation
60753-93600-AF,"ILG, Inc"
35450-11024-MH,CMP - El Laco
69818-99434-MI,"German American Bancorp, Inc."
47653-31391-EF,Yelp Inc.
42017-98941-NJ,Global Partner Acquisition Corp.
78539-72570-EF,"Silicon Laboratories, Inc."
66528-19834-LA,CoreSite Realty Corporation
94859-31245-EI,E*TRADE Financial Corporation
6087-44158-BL,Fertón
30847-44274-AM,"CenterPoint Energy, Inc."
54584-58154-OG,Los Pelambres
67809-86511-BB,Old Republic International Corporation
84255-74304-KO,GlaxoSmithKline PLC
58305-12070-FE,"Destination XL Group, Inc."
4207-41267-BJ,Westpac Banking Corporation
15267-62487-MI,Elkhorn Commodity Rotation Strategy ETF
12692-26260-HF,Cerro Casale
84808-39124-IB,E.I. du Pont de Nemours and Company
21206-38232-DG,San José
9469-44091-GB,Kamada Ltd.
7440-35667-DJ,"Littelfuse, Inc."
48486-69367-NK,Ojos del Salado
39776-18783-MN,Las Luces
65720-57831-HA,Franke
56880-68574-EM,"Dupont Fabros Technology, Inc."
94358-67113-BO,Walter Investment Management Corp.
36458-88474-MA,Peabody Energy Corporation
79772-48206-HF,"LM Funding America, Inc."
79519-32058-ED,Credit Acceptance Corporation
51430-5713-FE,SQM - Yumbes
99773-483-NI,El Morro
68266-7298-KI,Kopin Corporation
7135-66899-IJ,Pucobre
23343-87629-JB,JM Global Holding Company
23984-32216-BD,"Texas Capital Bancshares, Inc."
73126-75057-LL,Dos Amigos
81631-1465-JL,Orbotech Ltd.
70882-90932-MM,Nabriva Therapeutics AG
93282-27100-AA,Arenal
75157-1016-EE,Regal Entertainment Group
20569-50984-ED,Pampa Camarones
80970-72421-GH,Andina
74638-39732-KI,"FSB Bancorp, Inc."
3261-48330-IB,Maganeso III de Atacama
40560-85248-MK,Refugio
67417-98613-IO,"International Seaways, Inc."
26776-31688-MI,Eaton Vance Corporation
81653-61542-LN,Great Plains Energy Inc
48938-64546-FB,"Kura Oncology, Inc."
32783-34174-MJ,"Cyclacel Pharmaceuticals, Inc."
195-36500-DF,Las Pataguas
32271-66360-OA,La Coipa
84070-91967-HO,Anheuser-Busch Inbev SA
98753-27113-GD,"MiMedx Group, Inc"
66679-41623-HI,Kite Realty Group Trust
96200-61128-NB,HollyFrontier Corporation
49915-78611-OL,"Destination XL Group, Inc."
33256-17805-DK,Gladstone Commercial Corporation
74714-10520-JG,"Rush Enterprises, Inc."
25376-51726-NG,First Trust South Korea AlphaDEX Fund
50655-81319-GG,Array BioPharma Inc.
70212-54724-BB,NVIDIA Corporation
51044-3369-HG,Patriot National Bancorp Inc.
43709-83403-GB,El Peñón
91797-6978-MB,El Peñón
74323-59486-ND,HollyFrontier Corporation
69065-18643-HF,Kilroy Realty Corporation
14614-57082-EI,Los Bronces
26998-31873-HH,SQM - Nueva Victoria
61160-52875-AA,Escondida
15142-84286-NN,Caserones
10259-70241-DO,Envision Healthcare Corporation
22803-60531-KE,Yahoo! Inc.
82625-53061-HD,PowerShares Nasdaq Internet Portfolio
50851-56595-MM,Spence
22312-93129-OK,"Tootsie Roll Industries, Inc."
11158-45543-JK,Comcast Corporation
33466-48134-AM,Kite Realty Group Trust
99391-79947-EO,"Spark Energy, Inc."
11845-11922-OE,Linderos
37183-81591-OD,"Hurco Companies, Inc."
91819-30680-KG,Marte Lobo
18215-81183-HL,Inseego Corp.
97846-70292-BG,"Cogentix Medical, Inc."
40426-57414-GG,Peapack-Gladstone Financial Corporation
77496-56552-MN,Algorta
83548-8160-FH,Cóndor
62121-98276-KN,Diana Shipping inc.
71176-63798-II,"Commerce Bancshares, Inc."
10236-21151-JA,Gabriela Mistral
34766-98121-NB,iShares 20+ Year Treasury Bond ETF
18273-69-IN,SCL Chemetall
72570-95655-GB,"Entergy Louisiana, Inc."
22664-44760-BG,"Sierra Oncology, Inc."
19367-30120-JG,"Kura Oncology, Inc."
74772-2869-JL,Park-Ohio Holdings Corp.
64763-24379-DH,Nuveen Municipal High Income Opportunity Fund
55116-59414-EO,Tata Motors Ltd
98858-16678-EN,El Abra
27749-54941-EM,"Zynerba Pharmaceuticals, Inc."
18936-96540-JO,Montecristo
42374-14542-NM,"Enanta Pharmaceuticals, Inc."
8309-7187-LN,Andacollo Cobre
56711-81542-MH,Jerónimo
91203-26632-HJ,CMP - Cerro Negro Norte
81740-6596-GK,Iván
37578-10595-FF,Alliance National Municipal Income Fund Inc
14056-79615-DB,Peabody Energy Corporation
36868-64459-GB,"FairPoint Communications, Inc."
47801-11217-HG,Yelp Inc.
48248-81651-LI,Double Eagle Acquisition Corp.
32494-79567-LG,"LTC Properties, Inc."
1066-2347-FH,III de Atacama Minerals - Aguas Blancas
5424-2315-AB,CMP - El Laco
66512-13745-OB,Celite - Tana
34545-55929-DA,El Toqui
98343-94809-NJ,Moog Inc.
86031-9788-GB,Nuveen Municipal High Income Opportunity Fund
56140-22641-NJ,iShares 20+ Year Treasury Bond ETF
6422-30652-BH,Chimberos
17445-88649-BM,Nuveen Floating Rate Income Fund
39443-13498-AB,CVS Health Corporation
38366-93471-HH,"LM Funding America, Inc."
