,duración (días),tipo_contenido
19131,28,audio
19134,72,spam
19135,44,spam
19136,42,video
19137,46,video
19138,82,video
19143,36,video
19151,51,imagenes
19152,11,spam
19153,73,audio
19154,12,audio
19155,11,audio
19156,75,spam
19157,6,video
19158,86,video
19159,64,audio
19167,39,imagenes
19169,1,imagenes
19171,59,video
19173,10,video
19174,42,spam
19176,26,audio
19178,15,video
19179,61,audio
19180,19,audio
19181,9,video
19186,83,spam
19188,63,video
19189,82,audio
19193,86,audio
19194,52,spam
19195,58,imagenes
19197,71,imagenes
19198,1,imagenes
19199,81,video
19200,11,video
19201,32,imagenes
19202,16,audio
19204,45,spam
19205,45,audio
19209,33,imagenes
19211,26,video
19212,5,imagenes
19213,12,video
19218,69,audio
19219,64,audio
19220,19,spam
19222,78,spam
19223,89,audio
19224,83,audio
19225,41,spam
19226,85,video
19227,44,spam
19228,74,imagenes
19229,72,spam
19230,82,imagenes
19231,29,video
19233,48,spam
19238,46,spam
19240,80,audio
19241,78,video
19243,10,audio
19248,21,spam
19249,90,spam
19251,65,video
19253,61,spam
19254,23,audio
19255,47,video
19257,29,spam
19258,45,audio
19259,17,imagenes
19260,23,video
19262,20,spam
19263,66,imagenes
19265,83,video
19269,25,video
19273,11,imagenes
19275,57,imagenes
19277,88,imagenes
19278,27,video
19282,39,spam
19283,1,audio
19284,2,video
19286,15,spam
19287,4,audio
19289,27,spam
19290,86,audio
19291,50,imagenes
19297,49,imagenes
19300,65,video
19304,40,imagenes
19305,53,imagenes
19306,16,imagenes
19307,75,spam
19308,15,video
19309,70,imagenes
19311,38,video
19312,60,video
19315,13,video
19316,1,imagenes
19317,20,video
19318,83,spam
19320,68,spam
19321,13,spam
19323,90,audio
19324,30,audio
19325,9,audio
19326,79,audio
19327,46,audio
19328,49,spam
19331,50,video
19332,41,audio
19333,33,video
19335,86,video
19336,73,audio
19339,87,imagenes
19340,49,imagenes
19342,19,spam
19345,23,video
19347,84,imagenes
19348,25,spam
19350,74,spam
19351,68,imagenes
19352,28,spam
19355,45,spam
19361,66,video
19362,47,audio
19365,18,imagenes
19367,21,spam
19368,50,video
19369,71,audio
19370,35,imagenes
19374,42,audio
19375,85,spam
19378,70,imagenes
19380,88,audio
19381,9,audio
19387,87,spam
19389,13,video
19393,80,video
19394,68,video
19395,36,video
19397,60,audio
19398,34,imagenes
19403,19,video
19406,20,audio
19409,50,imagenes
19411,7,audio
19412,42,imagenes
19413,31,spam
19414,78,imagenes
19415,29,spam
19416,46,audio
19417,6,imagenes
19419,56,audio
19421,20,audio
19422,79,audio
19424,66,video
19425,27,imagenes
19427,90,video
19429,56,audio
19430,1,imagenes
19432,38,audio
19434,3,audio
19435,81,imagenes
19436,43,imagenes
19437,90,imagenes
19439,77,spam
19440,54,video
19441,1,video
19442,32,audio
19443,75,video
19444,32,audio
19447,51,imagenes
19449,85,audio
19451,47,imagenes
19454,90,audio
19455,35,imagenes
19456,57,spam
19458,43,imagenes
19459,32,spam
19460,77,audio
19462,29,audio
19463,85,spam
19465,24,spam
19467,6,spam
19468,27,video
19469,52,spam
19470,41,spam
19471,87,audio
19474,19,audio
19475,82,spam
19476,62,spam
19477,30,imagenes
19479,4,imagenes
19482,18,audio
19483,6,video
19484,14,imagenes
19486,63,audio
19488,82,imagenes
19495,63,video
19496,33,audio
19497,2,audio
19498,89,spam
19499,18,spam
19500,79,spam
19501,89,video
19503,18,video
19504,26,imagenes
19508,55,spam
19509,4,audio
19510,42,audio
19512,57,video
19513,51,audio
19517,19,video
19518,40,imagenes
19519,1,audio
19520,62,imagenes
19521,90,spam
19525,45,spam
19526,5,imagenes
19527,83,video
19528,72,video
19529,86,spam
19530,29,audio
19531,81,imagenes
19533,31,audio
19534,79,audio
19537,81,audio
19540,48,video
19541,46,video
19542,20,audio
19543,59,spam
19548,45,video
19550,75,imagenes
19551,52,audio
19552,20,imagenes
19555,76,imagenes
19556,38,imagenes
19559,63,audio
19562,64,spam
19563,19,audio
19564,31,video
19567,8,imagenes
19568,67,video
19571,32,imagenes
19575,49,imagenes
19578,34,video
19580,24,audio
19582,45,imagenes
19584,48,audio
19585,58,audio
19586,47,video
19590,14,imagenes
19591,6,audio
19592,78,spam
19596,48,spam
19600,85,video
19606,60,imagenes
19608,74,video
19611,35,spam
19613,35,spam
19616,88,spam
19618,85,spam
19619,40,spam
19623,59,audio
19624,49,spam
19627,89,video
19631,11,video
19632,58,audio
19634,41,audio
19636,33,video
19641,85,imagenes
19643,39,video
19645,5,spam
19646,59,spam
19647,67,imagenes
19649,56,spam
19651,17,spam
19652,78,spam
19653,29,imagenes
19658,85,spam
19659,27,audio
19663,10,video
19664,78,video
19667,69,imagenes
19668,60,imagenes
19669,21,imagenes
19671,58,video
19672,48,spam
19674,83,audio
19677,30,audio
19678,29,audio
19679,49,imagenes
19681,53,audio
19683,70,audio
19689,5,video
19691,47,spam
19692,2,imagenes
19694,70,audio
19699,8,spam
19702,80,imagenes
19706,71,audio
19709,78,spam
19712,47,imagenes
19715,56,audio
19716,30,video
19723,33,spam
19724,20,video
19725,82,spam
19726,27,imagenes
19728,43,spam
19731,90,spam
19732,37,spam
19733,5,video
19735,27,imagenes
19737,3,imagenes
19738,86,spam
19740,28,audio
19743,78,spam
19747,25,video
19748,56,video
19751,4,video
19752,12,imagenes
19753,58,audio
19755,71,video
19756,5,spam
19761,31,imagenes
19767,9,imagenes
19768,33,imagenes
19771,64,audio
19772,5,video
19773,20,imagenes
19774,40,spam
19776,16,spam
19778,66,video
19779,33,audio
19780,47,imagenes
19783,25,audio
19785,74,spam
19787,11,imagenes
19789,86,imagenes
19792,58,video
19794,71,imagenes
19795,22,imagenes
19796,43,video
19799,57,imagenes
19800,16,audio
19802,38,spam
19803,65,video
19805,51,audio
19810,60,spam
19816,51,spam
19819,29,spam
19820,29,imagenes
19822,69,video
19830,81,video
19832,88,video
19833,20,video
19834,43,spam
19835,35,spam
19840,40,audio
19841,20,video
19843,27,spam
19844,24,video
19846,59,video
19847,14,video
19849,7,audio
19853,40,video
19855,37,audio
19856,3,audio
19857,1,spam
19859,20,video
19860,18,imagenes
19863,23,imagenes
19864,21,audio
19867,42,spam
19870,1,video
19872,59,video
19874,86,audio
19875,53,imagenes
19881,55,video
19885,66,video
19886,63,imagenes
19887,31,audio
19894,16,spam
19896,48,video
19897,69,imagenes
19900,60,video
19902,31,imagenes
19903,36,spam
19905,41,video
19906,62,video
19907,42,spam
19910,69,spam
19916,75,spam
19917,49,video
19919,74,imagenes
19920,45,audio
19922,89,spam
19924,31,audio
19926,55,spam
19929,61,audio
19930,38,audio
19932,52,imagenes
19933,17,audio
19935,75,video
19937,66,spam
19941,81,spam
19944,42,spam
19945,36,spam
19946,66,video
19948,87,imagenes
19951,16,video
19952,66,spam
19953,9,video
19955,44,video
19956,23,audio
19960,9,spam
19961,51,spam
19962,43,spam
19963,59,audio
19964,52,imagenes
19966,81,spam
19967,71,spam
19969,73,spam
19970,20,video
19971,86,video
19972,25,audio
19975,51,imagenes
19976,30,spam
19980,32,spam
19985,57,spam
19988,18,imagenes
19993,88,audio
19994,45,video
19996,60,spam
19998,10,imagenes
20001,11,video
20002,82,audio
20003,89,spam
20006,80,spam
20008,38,imagenes
20009,78,imagenes
20013,47,imagenes
20014,82,imagenes
20016,90,audio
20019,39,video
20020,72,video
20022,9,audio
20023,76,imagenes
20026,89,video
20029,70,imagenes
20030,44,video
20031,72,audio
20032,71,audio
20036,88,spam
20038,77,audio
20045,24,spam
20046,74,audio
20050,46,spam
20054,58,imagenes
20055,87,audio
20056,18,video
20057,22,imagenes
20058,35,imagenes
20060,70,video
20062,20,spam
20065,63,spam
20068,8,video
20069,59,imagenes
20077,44,spam
20081,12,audio
20082,33,audio
20083,76,imagenes
20084,74,video
20085,42,video
20086,1,imagenes
20089,58,audio
20090,81,imagenes
20092,74,video
20093,57,imagenes
20096,66,imagenes
20099,87,video
20100,70,imagenes
20102,59,audio
20103,22,imagenes
20104,48,video
20105,25,audio
20107,28,audio
20108,66,imagenes
20110,15,spam
20115,80,video
20117,58,imagenes
20119,43,spam
20124,26,audio
20126,42,imagenes
20127,65,imagenes
20131,57,video
20133,17,imagenes
20134,75,spam
20137,86,spam
20138,49,imagenes
20141,21,audio
20142,9,audio
20143,74,video
20145,43,audio
20152,59,spam
20153,40,audio
20154,7,audio
20158,57,spam
20163,39,imagenes
20164,14,spam
20167,32,imagenes
20170,55,audio
20171,43,audio
20175,71,imagenes
20177,21,imagenes
20178,39,audio
20181,36,video
20183,23,imagenes
20189,69,spam
20190,86,video
20191,10,audio
20192,34,spam
20193,76,spam
20194,88,video
20195,64,imagenes
20196,47,imagenes
20197,26,spam
20198,74,video
20200,39,audio
20201,36,spam
20202,65,audio
20203,80,spam
20204,40,audio
20206,1,imagenes
20208,63,audio
20209,89,imagenes
20210,18,spam
20212,74,imagenes
20214,14,audio
20215,47,spam
20217,35,imagenes
20219,5,audio
20220,81,audio
20222,44,imagenes
20225,48,video
20226,41,spam
20227,43,imagenes
20232,81,audio
20233,1,audio
20235,11,audio
20238,24,spam
20239,49,video
20240,63,video
20242,75,video
20245,72,spam
20248,81,video
20249,44,video
20250,79,video
20251,8,spam
20254,10,spam
20255,43,spam
20256,52,audio
20258,81,spam
20259,50,spam
20261,48,audio
20262,52,audio
20263,13,imagenes
20266,61,audio
20267,3,spam
20268,32,imagenes
20272,89,video
20273,8,video
20276,26,audio
20277,12,imagenes
20279,64,audio
20280,77,imagenes
20281,82,video
20282,42,imagenes
20283,12,video
20285,70,spam
20286,30,audio
20287,65,audio
20289,54,spam
20292,55,video
20293,90,audio
20294,82,audio
20295,70,imagenes
20296,57,spam
20301,29,spam
20302,41,spam
20304,79,imagenes
20306,87,imagenes
20307,57,audio
20308,34,video
20310,56,spam
20311,61,video
20312,35,spam
20313,60,audio
20314,85,spam
20316,3,video
20317,35,imagenes
20319,23,video
20320,64,audio
20321,12,video
20323,60,spam
20325,8,video
20326,50,imagenes
20328,89,spam
20331,61,video
20334,88,video
20336,27,video
20339,89,imagenes
20340,56,spam
20342,64,video
20343,33,audio
20344,18,audio
20345,15,imagenes
20346,38,audio
20347,46,spam
20348,39,audio
20350,57,imagenes
20351,13,video
20352,15,video
20354,14,spam
20355,77,spam
20356,11,imagenes
20357,83,spam
20361,29,video
20363,37,audio
20365,72,video
20367,62,spam
20369,41,audio
20370,51,imagenes
20371,2,audio
20372,59,audio
20374,80,audio
20376,52,spam
20377,11,video
20381,74,imagenes
20384,74,audio
20385,52,spam
20387,89,audio
20388,65,imagenes
20389,72,spam
20390,43,audio
20393,85,spam
20394,6,imagenes
20396,11,video
20398,64,video
20401,13,spam
20402,84,video
20403,69,imagenes
20406,37,imagenes
20407,28,spam
20410,53,imagenes
20411,55,audio
20413,79,video
20414,87,imagenes
20415,6,video
20416,78,spam
20418,74,spam
20419,86,spam
20423,38,video
20424,79,audio
20425,16,imagenes
20426,69,video
20427,77,spam
20430,33,spam
20433,49,spam
20434,10,audio
20435,68,audio
20442,3,spam
20443,29,audio
20445,51,imagenes
20446,20,spam
20448,28,video
20449,64,imagenes
20452,49,imagenes
20455,59,audio
20458,19,audio
20460,30,video
20462,9,audio
20464,53,video
20465,29,audio
20470,82,audio
20471,34,spam
20473,56,audio
20474,14,video
20475,1,spam
20476,53,imagenes
20478,47,audio
20482,5,spam
20484,49,imagenes
20485,26,audio
20489,7,spam
20490,32,imagenes
20491,82,audio
20492,10,imagenes
20494,74,imagenes
20495,44,video
20498,65,audio
20499,4,audio
20500,44,spam
20504,65,video
20505,44,imagenes
20506,12,spam
20508,37,spam
20510,21,imagenes
20512,67,imagenes
20514,61,imagenes
20515,78,video
20517,37,imagenes
20518,52,imagenes
20519,44,imagenes
20520,20,audio
20521,71,audio
20522,84,audio
20523,19,spam
20524,33,spam
20525,37,imagenes
20527,34,spam
20532,52,spam
20533,62,video
20534,75,video
20536,40,video
20537,69,video
20538,10,audio
20540,68,audio
20541,82,spam
20543,67,video
20545,38,spam
20550,62,imagenes
20551,43,video
20555,27,video
20556,88,spam
20557,10,video
20559,36,audio
20566,75,spam
20568,74,spam
20569,4,imagenes
20571,11,video
20572,2,spam
20573,28,audio
20574,63,imagenes
20579,65,spam
20582,38,spam
20583,29,spam
20585,19,spam
20590,40,imagenes
20591,15,video
20593,78,audio
20595,22,audio
20597,15,spam
20598,40,spam
20600,45,spam
20601,40,spam
20603,9,spam
20604,76,imagenes
20605,33,video
20607,51,imagenes
20610,63,spam
20611,29,spam
20612,74,imagenes
20614,32,video
20616,2,video
20617,6,audio
20620,29,imagenes
20623,87,audio
20624,50,video
20627,18,audio
20628,52,video
20630,40,imagenes
20636,21,imagenes
20639,57,audio
20641,4,imagenes
20642,56,imagenes
20643,82,imagenes
20644,24,imagenes
20646,20,video
20647,1,spam
20648,35,audio
20649,67,video
20650,54,video
20651,82,spam
20653,16,video
20656,14,audio
20657,71,imagenes
20658,7,spam
20659,82,video
20660,51,audio
20662,73,audio
20663,16,video
20664,89,imagenes
20665,3,video
20669,55,audio
20672,50,audio
20673,8,video
20675,3,audio
20677,11,video
20682,24,video
20684,17,audio
20685,47,video
20686,72,video
20687,42,video
20688,56,spam
20690,75,audio
20691,86,spam
20702,6,video
20705,51,imagenes
20709,60,spam
20710,21,video
20711,39,video
20712,53,video
20718,65,imagenes
20722,83,video
20723,14,audio
20728,12,spam
20729,53,imagenes
20731,90,video
20732,42,audio
20734,45,imagenes
20735,90,video
20740,3,imagenes
20741,3,audio
20742,10,imagenes
20743,28,audio
20745,69,spam
20746,84,spam
20748,88,audio
20750,15,imagenes
20751,82,audio
20753,56,audio
20754,35,audio
20755,13,imagenes
20756,55,imagenes
20757,54,audio
20759,8,video
20761,44,audio
20762,88,spam
20764,70,audio
20766,66,video
20770,27,spam
20772,14,audio
20774,36,spam
20775,22,spam
20776,56,spam
20779,53,imagenes
20781,66,audio
20783,89,video
20785,9,imagenes
20786,6,spam
20789,62,spam
20790,89,imagenes
20791,87,audio
20794,3,imagenes
20798,36,spam
20800,70,imagenes
20802,34,audio
20803,83,video
20807,87,video
20810,81,video
20813,26,imagenes
20814,42,audio
20815,76,imagenes
20816,12,imagenes
20817,32,video
20820,41,video
20821,74,video
20822,48,audio
20823,52,spam
20824,28,imagenes
20826,33,audio
20827,72,audio
20830,77,audio
20832,51,imagenes
20833,24,video
20834,30,audio
20835,83,imagenes
20836,68,audio
20839,36,spam
20840,14,imagenes
20841,31,audio
20842,66,imagenes
20845,69,audio
20848,88,imagenes
20850,70,video
20852,70,video
20855,43,imagenes
20857,73,audio
20858,43,video
20859,90,video
20860,77,spam
20861,37,video
20864,36,audio
20866,64,audio
20867,79,video
20868,50,imagenes
20869,27,imagenes
20870,51,video
20873,32,imagenes
20875,34,spam
20876,8,imagenes
20877,86,imagenes
20878,90,audio
20882,80,imagenes
20883,16,spam
20888,84,spam
20889,68,audio
20891,37,imagenes
20892,15,video
20894,4,imagenes
20895,57,video
20896,69,audio
20901,45,video
20902,76,spam
20903,62,video
20904,21,imagenes
20911,25,video
20913,13,video
20914,36,spam
20915,10,imagenes
20916,46,audio
20918,27,video
20919,21,spam
20920,73,imagenes
20923,70,audio
20924,25,audio
20925,41,video
20927,32,spam
20932,62,spam
20933,35,imagenes
20935,59,video
20939,63,imagenes
20940,30,imagenes
20943,46,audio
20945,42,imagenes
20949,45,imagenes
20950,32,imagenes
20952,37,audio
20955,78,audio
20959,68,audio
20962,34,video
20963,30,video
20968,18,spam
20970,26,imagenes
20971,81,spam
20972,54,video
20973,11,video
20974,56,audio
20975,86,video
20976,58,audio
20977,57,audio
20979,39,spam
20980,72,audio
20982,41,imagenes
20984,71,spam
20985,63,audio
20988,50,audio
20989,80,spam
20990,68,audio
20992,70,video
20993,25,imagenes
20996,14,imagenes
20997,86,audio
20998,28,video
21000,82,video
21002,62,imagenes
21003,76,imagenes
21009,7,audio
21020,30,video
21022,57,video
21023,61,audio
21024,89,spam
21025,46,imagenes
21026,80,imagenes
21027,2,audio
21029,53,spam
21031,25,imagenes
21032,63,audio
21034,71,imagenes
21038,2,video
21039,74,imagenes
21041,55,spam
21042,57,imagenes
21048,14,spam
21049,60,spam
21051,26,video
21055,77,audio
21056,47,spam
21058,63,spam
21059,79,imagenes
21060,56,imagenes
21061,81,audio
21064,33,video
21065,15,audio
21066,71,video
21068,14,video
21072,17,spam
21074,81,spam
21076,89,video
21080,15,audio
21081,20,audio
21085,49,spam
21087,2,video
21088,37,imagenes
21090,51,audio
21091,76,spam
21092,52,spam
21094,51,imagenes
21098,66,video
21099,11,spam
21104,83,spam
21107,82,imagenes
21108,44,audio
21112,8,imagenes
21113,16,imagenes
21114,26,spam
21116,61,audio
21117,34,spam
21118,81,imagenes
21119,57,spam
21120,13,video
21123,38,video
21125,2,spam
21127,81,spam
21128,82,imagenes
21131,84,imagenes
21132,46,spam
21136,28,spam
21137,37,spam
21138,69,spam
21145,55,audio
21146,40,audio
21147,44,spam
21148,85,video
21149,80,video
21150,68,imagenes
21151,53,audio
21153,2,audio
21154,50,imagenes
21155,74,video
21156,59,spam
21157,16,video
21158,1,spam
21160,20,imagenes
21163,52,audio
21164,46,spam
21165,90,spam
21168,62,audio
21169,62,video
21170,61,video
21173,85,spam
21176,39,audio
21177,58,video
21178,14,video
21185,68,video
21188,89,imagenes
21189,50,imagenes
21192,24,audio
21193,50,spam
21194,82,imagenes
21195,85,video
21197,27,audio
21203,9,imagenes
21204,30,video
21206,75,audio
21207,55,audio
21209,28,video
21210,31,audio
21211,38,audio
21213,27,spam
21215,54,spam
21217,38,spam
21219,16,video
21220,68,audio
21221,41,spam
21223,3,audio
21225,78,imagenes
21226,89,imagenes
21227,64,video
21230,58,video
21232,40,audio
21238,56,imagenes
21239,50,spam
21241,36,spam
21242,24,video
21244,29,imagenes
21245,3,imagenes
21246,65,video
21247,43,audio
21250,79,imagenes
21251,9,imagenes
21256,66,spam
21259,46,imagenes
21260,84,video
21262,26,imagenes
21266,31,imagenes
21269,76,audio
21272,57,audio
21273,20,spam
21274,16,spam
21275,42,spam
21277,46,spam
21278,56,spam
21279,32,spam
21281,63,audio
21283,69,spam
21288,59,spam
21290,75,spam
21291,83,imagenes
21292,7,audio
21294,48,video
21296,36,spam
21297,75,spam
21299,3,video
21302,38,imagenes
21303,46,spam
21304,57,video
21305,43,imagenes
21306,6,video
21307,27,video
21308,61,imagenes
21309,70,video
21310,45,audio
21312,15,audio
21313,1,audio
21314,31,imagenes
21316,44,spam
21317,50,audio
21319,9,spam
21321,77,imagenes
21322,4,audio
21324,65,spam
21325,32,audio
21326,16,spam
21328,67,imagenes
21329,31,spam
21331,15,audio
21333,59,imagenes
21334,60,audio
21336,76,audio
21338,23,audio
21340,78,spam
21342,1,imagenes
21344,44,imagenes
21345,35,spam
21349,50,audio
21354,67,video
21355,10,video
21356,55,imagenes
21359,72,audio
21360,9,imagenes
21362,87,video
21365,50,spam
21366,90,spam
21367,45,imagenes
21371,47,audio
21372,30,spam
21374,72,video
21375,15,audio
21376,49,audio
21377,64,spam
21378,13,audio
21380,53,imagenes
21382,10,audio
21388,27,spam
21389,50,video
21393,73,audio
21394,8,video
21395,70,audio
21397,52,spam
21400,73,imagenes
21401,70,spam
21403,22,video
21406,52,imagenes
21407,46,audio
21408,37,video
21409,29,imagenes
21410,63,audio
21412,54,imagenes
21413,63,video
21416,44,spam
21417,62,audio
21426,81,video
21427,60,audio
21429,27,audio
21431,34,imagenes
21433,15,spam
21434,52,video
21436,87,imagenes
21442,55,spam
21445,46,audio
21446,10,imagenes
21447,41,imagenes
21450,41,imagenes
21451,52,imagenes
21452,40,imagenes
21455,6,imagenes
21457,46,imagenes
21460,23,audio
21465,29,audio
21466,44,video
21470,35,video
21472,58,spam
21473,86,audio
21480,11,audio
21483,24,imagenes
21485,13,audio
21490,83,spam
21493,8,imagenes
21494,25,imagenes
21498,42,video
21499,81,spam
21500,81,spam
21501,87,audio
21504,9,video
21509,86,video
21510,40,imagenes
21512,40,video
21514,50,imagenes
21515,7,audio
21518,65,imagenes
21519,77,imagenes
21521,80,imagenes
21522,32,audio
21524,45,audio
21529,50,video
21530,59,video
21531,17,audio
21532,13,imagenes
