mid,presupuesto (US$),fecha
13847,363094,21/01/2019
13848,709885,17/01/2003
13849,539242,20/09/2002
13850,315999,14/06/2018
13851,556500,06/07/1985
13852,672287,14/05/2012
13853,825923,31/10/1974
13854,230182,15/01/1979
13855,699375,13/05/2017
13856,955733,09/12/2018
13857,460490,04/06/1981
13858,585317,14/06/1983
13859,217206,16/04/2001
13860,219861,26/09/2004
13861,125372,02/12/2001
13862,346178,12/07/2012
13863,299710,27/08/2018
13864,775429,25/12/2001
13865,276673,02/04/2004
13866,148981,02/10/2013
13867,637368,08/07/1957
13868,416716,04/05/2017
13869,849698,19/08/1970
13870,400732,03/06/2019
13871,629790,01/09/1992
13872,613312,20/04/1986
13873,686973,28/08/2017
13874,729461,14/07/2015
13875,561310,03/12/2018
13876,167309,21/03/1978
13877,459760,19/11/2003
13878,334348,22/08/1997
13879,133380,14/02/1960
13880,335452,31/08/1997
13881,412780,06/12/2016
13882,168129,16/02/2005
13883,829626,03/09/1992
13884,881414,24/10/2016
13885,124648,21/07/1986
13886,48011,26/05/1984
13887,351414,03/06/1970
13888,570071,03/02/2019
13889,67154,09/06/2017
13890,103106,17/05/1976
13891,996374,28/01/1997
13892,888574,14/02/2013
13893,536413,26/05/2016
13894,622446,13/06/2013
13895,553184,20/08/2012
13896,984278,24/09/2017
13897,493881,24/05/1992
13898,849044,01/02/2017
13899,579700,25/08/2018
13900,212959,11/10/2013
13901,227412,23/03/1999
13902,538892,06/10/1998
13903,699239,15/06/1993
13904,696569,09/01/2018
13905,317887,10/01/2019
13906,715070,29/12/2017
13907,342734,20/10/2007
13908,386276,15/03/2006
13909,144054,03/11/2011
13910,310763,01/09/1998
13911,31154,12/02/2017
13912,438119,29/08/1988
13913,511842,01/12/1997
13914,986638,23/04/1990
13915,746336,12/06/1974
13916,617444,12/10/1998
13917,218067,12/05/1972
13918,281459,10/10/1985
13919,438985,13/01/2004
13920,348463,13/06/2011
13921,979001,27/09/2013
13922,480918,24/02/2005
13923,995280,09/04/1973
13924,203713,01/12/2013
13925,924592,09/01/1960
13926,380161,20/06/2019
13927,109948,14/12/2013
13928,164439,18/03/2002
13929,4948,21/11/2014
13930,872630,08/01/2009
13931,459533,29/09/1989
13932,87002,09/10/2015
13933,964575,31/08/1995
13934,651275,24/07/2008
13935,773403,04/06/2006
13936,954141,03/04/2019
13937,997052,03/01/1998
13938,19405,18/09/1979
13939,920340,30/08/2016
13940,79078,10/03/2018
13941,621948,18/04/1985
13942,324406,24/07/1997
13943,277647,16/07/2007
13944,132205,13/05/2006
13945,334616,03/06/2013
13946,85159,03/05/2019
13947,570189,12/07/2017
13948,985965,07/02/1968
13949,331079,04/05/2018
13950,77646,08/03/2015
13951,886683,18/01/2000
13952,316783,10/04/1996
13953,580865,16/08/2005
13954,644224,16/06/2018
13955,734449,17/02/2014
13956,419171,05/12/1981
13957,162031,28/03/1991
13958,644931,14/07/1963
13959,493984,02/08/2017
13960,781393,04/04/2010
13961,181642,28/03/1967
13962,331168,09/12/2007
13963,724818,25/06/2019
13964,564731,28/12/2018
13965,804774,22/03/2006
13966,138357,26/06/1988
13967,802092,25/02/2004
13968,674216,30/12/1976
13969,364104,19/06/2015
13970,843145,01/01/2019
13971,636060,26/02/2019
13972,630343,07/06/2013
13973,851622,09/05/1996
13974,759535,15/09/1987
13975,230397,28/07/2015
13976,139027,26/03/2012
13977,689645,21/12/2016
13978,331338,13/07/2016
13979,130991,26/09/2003
13980,754836,22/04/1987
13981,582901,13/12/2000
13982,61571,06/04/2019
13983,947715,13/02/2013
13984,6031,06/05/2002
13985,781313,21/10/2004
13986,214046,01/10/2005
13987,446940,31/07/1961
13988,165202,08/04/1975
13989,39089,06/03/2011
13990,964441,26/05/1987
13991,253186,07/05/2000
13992,43233,18/08/2005
13993,932278,14/03/2019
13994,478684,30/01/2016
13995,281837,03/03/2010
13996,211640,08/07/2017
13997,746102,19/10/2005
13998,640689,04/11/1991
13999,708893,13/10/2018
14000,340224,08/10/1969
14001,404437,13/05/2013
14002,221412,22/11/2018
14003,388496,22/04/1986
14004,511292,21/12/1994
14005,634826,19/03/2011
14006,891099,05/01/1958
14007,601658,01/04/2018
14008,6856,30/10/1957
14009,678129,24/06/1971
14010,40328,27/12/2009
14011,393763,14/05/1993
14012,787901,14/06/1989
14013,792382,06/01/2003
14014,6253,04/11/2011
14015,729055,17/02/2018
14016,456865,25/03/1999
14017,965052,24/07/2019
14018,97505,21/08/1998
14019,311851,02/04/2014
14020,105408,28/03/1970
14021,57028,25/04/1998
14022,146721,17/10/1994
14023,922524,16/01/1990
14024,721544,21/08/1991
14025,585283,11/04/1993
14026,874868,21/11/2004
14027,270464,07/10/2016
14028,979418,28/12/2017
14029,934402,26/06/1976
14030,131730,17/07/1977
14031,733875,17/11/1993
14032,740354,06/09/2017
14033,224020,02/07/2009
14034,487102,18/04/1996
14035,343997,15/08/2014
14036,712119,03/11/2012
14037,704227,01/08/2017
14038,177176,07/08/1958
14039,639421,16/04/2019
14040,715875,07/10/1990
14041,39341,13/01/2007
14042,490204,25/08/2018
14043,967717,24/11/2017
14044,869319,11/09/1981
14045,82817,25/09/1980
14046,459020,13/07/2015
14047,431604,14/07/2016
14048,540445,28/07/2003
14049,720454,03/03/1964
14050,317698,03/08/1992
14051,563310,27/02/2009
14052,540844,11/12/2009
14053,367903,22/01/2004
14054,281676,14/07/1996
14055,951530,21/08/2010
14056,295535,20/01/1967
14057,490402,11/10/2016
14058,786063,18/05/2019
14059,543221,23/07/2008
14060,308023,03/11/1966
14061,684451,27/06/1995
14062,403850,28/11/1976
14063,548319,12/07/2017
14064,388986,05/07/2018
14065,878575,23/08/2005
14066,169191,09/09/1965
14067,7056,28/04/1990
14068,557018,05/02/2007
14069,799135,02/05/2017
14070,339112,26/06/2011
14071,851222,27/09/2000
14072,175150,19/09/1987
14073,493804,24/11/1964
14074,300449,04/12/1999
14075,788305,16/10/1988
14076,377656,21/08/1972
14077,35098,17/04/1995
14078,570457,09/07/1993
14079,74839,01/08/1994
14080,317685,12/03/1992
14081,99952,30/06/1993
14082,52691,08/09/2000
14083,523507,15/01/2007
14084,521442,23/08/1983
14085,900685,14/07/1968
14086,87098,21/06/1994
14087,532950,24/01/2015
14088,372865,18/07/2003
14089,422722,01/08/2009
14090,285359,14/04/2013
14091,691909,06/12/2018
14092,542667,04/05/2015
14093,805859,20/04/1990
14094,870336,25/08/2019
14095,92616,27/06/1961
14096,244044,08/12/1961
14097,177614,04/07/1982
14098,104499,28/09/2016
14099,632345,30/08/1986
14100,507583,30/09/1994
14101,813466,25/07/2016
14102,203273,28/12/2012
14103,114206,26/02/1978
14104,601253,06/11/1961
14105,959929,12/11/1980
14106,974511,03/11/2005
14107,625432,01/06/2017
14108,339827,18/06/2010
14109,576469,18/03/2018
14110,830247,01/10/1991
14111,730563,26/07/2007
14112,730351,08/10/2003
14113,741199,06/01/2011
14114,945988,26/02/2019
14115,526320,25/01/2016
14116,321747,16/08/2008
14117,980039,15/06/1992
14118,487695,11/06/1966
14119,598116,16/08/1990
14120,204971,02/09/1984
14121,34463,12/10/2008
14122,607025,16/08/1977
14123,751142,11/07/1979
14124,209344,28/11/1982
14125,840827,28/12/1998
14126,377055,13/04/2011
14127,76001,24/07/2003
14128,47876,16/01/2003
14129,300069,28/12/2005
14130,793066,09/09/1992
14131,975483,02/12/2008
14132,679144,19/02/2009
14133,402188,13/01/2018
14134,862746,09/10/2006
14135,666516,14/06/2015
14136,594652,28/10/2013
14137,106283,04/12/2002
14138,142070,25/04/2019
14139,789643,02/08/2006
14140,562897,29/12/1980
14141,216806,01/02/1978
14142,909007,29/06/2017
14143,722439,23/10/1973
14144,739624,12/09/2007
14145,987860,28/04/2019
14146,203509,26/03/2019
14147,890038,07/02/2019
14148,441394,13/11/2017
14149,771636,04/03/2009
14150,135359,14/04/2014
14151,215699,11/05/1985
14152,335320,30/09/1993
14153,299642,15/03/1954
14154,996030,05/09/2012
14155,615539,25/04/2008
14156,91465,10/01/2015
14157,63037,18/01/2015
14158,951081,19/01/2019
14159,525080,10/07/2007
14160,993756,01/10/2001
14161,973874,29/06/2016
14162,986359,05/08/2019
14163,499268,13/07/1999
14164,866406,17/07/2018
14165,205552,22/07/2016
14166,233728,12/07/2004
14167,622341,17/05/1989
14168,625194,08/08/1969
14169,21626,29/06/2001
14170,59696,20/03/2017
14171,465243,21/02/1997
14172,171415,09/04/2003
14173,986101,23/07/1989
14174,919091,11/04/2019
14175,124856,19/06/2014
14176,607673,18/11/2005
14177,16849,29/05/2017
14178,849696,12/07/2005
14179,204737,28/08/2006
14180,679358,23/02/2012
14181,430964,01/11/1991
14182,437,07/10/2001
14183,942942,25/03/1986
14184,921364,12/04/2008
14185,98225,27/07/2000
14186,871070,08/07/1976
14187,243488,08/10/1991
14188,522667,18/07/2004
14189,624685,24/11/2014
14190,656282,18/02/1994
14191,903251,27/05/2018
14192,195047,20/09/1991
14193,760190,02/01/2009
14194,169772,20/05/1985
14195,802688,20/04/2013
14196,636653,13/07/2004
14197,585940,03/07/1990
14198,58868,14/10/1995
14199,856028,28/03/2010
14200,563146,21/12/1973
14201,895567,22/07/1979
14202,844718,18/03/2011
14203,331392,23/08/2001
14204,604913,12/10/1980
14205,956904,10/05/1996
14206,46899,11/03/2019
14207,617119,11/03/1980
14208,821257,29/11/1981
14209,269372,08/12/1996
14210,700820,11/11/2015
14211,216260,17/04/1984
14212,882169,11/07/2001
14213,861030,28/06/2014
14214,146349,13/06/2018
14215,204855,14/02/1973
14216,271009,29/03/1984
14217,814866,20/03/1999
14218,984659,21/08/2009
14219,437283,21/01/2000
14220,821984,21/05/2016
14221,774052,24/03/2017
14222,308417,26/02/2018
14223,222289,17/10/1997
14224,326935,18/11/2011
14225,660116,19/07/2010
14226,376489,24/11/2002
14227,561866,25/04/1966
14228,544506,13/03/1965
14229,497911,22/06/2018
14230,673329,01/04/2009
14231,125244,17/04/2016
14232,731113,04/12/2017
14233,237061,15/11/2011
14234,895490,08/10/2018
14235,776110,14/06/2014
14236,545043,10/10/1982
14237,534962,13/05/2019
14238,710723,07/02/1999
14239,474152,19/12/2007
14240,70705,16/08/1989
14241,603698,12/10/2011
14242,330543,10/03/2011
14243,120424,14/06/2017
14244,164702,07/04/1994
14245,546321,18/09/1995
14246,426793,29/09/1999
14247,389436,24/12/2009
14248,416335,15/02/2017
14249,817659,26/05/2017
14250,462239,07/12/2001
14251,133858,11/01/2006
14252,468235,04/05/1992
14253,726552,18/02/1988
14254,686668,16/02/2004
14255,931083,10/04/2011
14256,669132,01/05/2012
14257,744274,20/10/1981
14258,354476,20/06/1992
14259,578526,02/09/2017
14260,302245,25/07/2005
14261,473981,28/12/1987
14262,245519,15/07/2003
14263,56308,12/08/1996
14264,215148,18/01/2017
14265,803639,27/09/2017
14266,185203,29/11/2006
14267,299141,28/07/2014
14268,611866,16/01/1975
14269,609525,27/09/1976
14270,132729,03/01/2019
14271,455699,02/03/1999
14272,209253,31/07/2013
14273,344381,25/10/1996
14274,869920,18/08/1995
14275,267346,09/11/1991
14276,109106,21/11/1976
14277,771216,12/12/2010
14278,420800,04/01/2012
14279,43528,16/11/2014
14280,796470,24/07/2010
14281,720865,08/04/2010
14282,610925,01/03/2011
14283,879920,17/01/2019
14284,942933,16/01/2008
14285,970698,28/01/2002
14286,781297,23/02/1959
14287,578422,12/09/1995
14288,41284,04/11/2018
14289,654749,10/05/1995
14290,32562,24/08/2002
14291,50050,09/08/1995
14292,516993,19/04/2016
14293,957278,22/06/1964
14294,359933,30/03/2018
14295,188054,24/05/1993
14296,227589,30/05/2013
14297,482445,01/05/2019
14298,304520,15/07/2016
14299,834571,14/11/2012
14300,104649,05/01/1973
14301,126868,12/10/2001
14302,264859,06/02/2018
14303,664617,04/02/2010
14304,170299,05/10/1965
14305,71608,15/10/2010
14306,325667,13/01/2001
14307,619127,01/01/2014
14308,847422,14/10/2007
14309,842542,23/03/2004
14310,523656,23/01/1994
14311,661809,04/03/1983
14312,855948,15/12/2018
14313,448956,06/07/2019
14314,360249,26/05/1974
14315,194326,08/02/2019
14316,640394,02/02/2019
14317,652803,04/03/2010
14318,371384,25/06/2019
14319,794027,10/03/2004
14320,918144,12/06/2019
14321,833685,19/01/2011
14322,505493,05/03/1967
14323,961773,08/02/2019
14324,363326,26/06/1972
14325,861849,01/01/1960
14326,787927,20/05/2018
14327,41725,26/05/2014
14328,145148,05/09/2017
14329,640169,03/11/2012
14330,170688,04/02/1991
14331,526736,25/04/1985
14332,680198,09/02/1998
14333,677750,04/03/2003
14334,934525,11/08/1999
14335,578647,12/07/2004
14336,371165,11/05/2011
14337,551878,17/02/1986
14338,630391,16/12/1982
14339,818046,05/06/1986
14340,440055,16/09/2009
14341,587250,26/05/2006
14342,305659,23/05/2002
14343,869680,08/01/2019
14344,670663,17/05/2018
14345,768766,28/06/2009
14346,408346,06/02/1979
14347,666245,22/03/2006
14348,511744,27/07/2009
14349,538969,09/06/2019
14350,156339,24/06/1997
14351,415615,01/04/2018
14352,623243,19/09/2011
14353,164682,13/03/2019
14354,766888,26/09/2004
14355,638074,09/08/2001
14356,430502,02/07/2007
14357,279996,25/12/2011
14358,469942,12/05/2017
14359,102466,11/05/2017
14360,700831,06/08/1988
14361,10922,22/02/2010
14362,40946,16/04/2013
14363,152514,14/04/2019
14364,102397,28/06/1990
14365,276862,04/06/1970
14366,905354,16/01/2018
14367,21262,18/11/1998
14368,680295,27/04/2006
14369,721998,07/02/2018
14370,763443,03/03/1981
14371,456640,26/05/1955
14372,768964,05/09/2015
14373,689924,13/05/1998
14374,330052,13/03/1999
14375,627726,15/01/2000
14376,291984,24/12/2008
14377,333508,09/11/2011
14378,846812,21/01/2017
14379,124033,16/08/2017
14380,749812,04/10/1960
14381,230392,10/04/2013
14382,461091,13/09/2014
14383,195609,28/04/2000
14384,983257,30/08/2008
14385,375033,18/03/1990
14386,115106,25/02/2002
14387,429199,15/01/1998
14388,54281,14/10/2005
14389,644895,25/03/2003
14390,114885,20/04/2003
14391,308540,19/05/2000
14392,738338,06/09/1978
14393,545549,05/10/2005
14394,554571,15/08/2018
14395,607922,29/10/1995
14396,147831,18/03/1989
14397,951727,11/10/2018
14398,298567,04/09/1962
14399,694191,07/04/2002
14400,143572,25/06/2006
14401,130581,11/06/2009
14402,95242,23/05/2004
14403,822309,26/03/2013
14404,885595,26/09/2016
14405,48611,23/12/2013
14406,793474,17/07/1998
14407,325490,21/07/1992
14408,215876,03/03/2012
14409,888603,14/01/2003
14410,938727,30/09/2002
14411,901954,24/11/2003
14412,833351,19/10/2013
14413,819984,19/05/2019
14414,944100,23/09/1965
14415,200785,14/04/2018
14416,276098,22/09/2002
14417,558084,22/11/1987
14418,875708,12/12/1999
14419,659099,28/05/1969
14420,294703,09/11/1993
14421,809604,05/11/2007
14422,630024,29/04/2019
14423,647508,22/03/1966
14424,481143,13/03/2009
14425,30284,15/02/2000
14426,247215,27/01/2010
14427,432817,23/04/2011
14428,647185,09/05/2017
14429,115779,22/08/1996
14430,231144,23/11/1962
14431,103610,27/11/1966
14432,711034,27/06/1986
14433,293359,27/07/2005
14434,229054,12/05/1986
14435,808824,07/06/1986
14436,103946,24/11/2008
14437,336960,06/10/2018
14438,186576,01/03/2010
14439,313959,14/02/1995
14440,761085,16/07/2011
14441,470335,23/02/1994
14442,490934,18/04/2016
14443,827104,02/06/1974
14444,486972,16/07/2001
14445,808154,25/03/2011
14446,410563,25/07/1974
14447,791318,07/07/2019
14448,242284,20/06/1994
14449,624530,10/08/1995
14450,872987,20/02/2015
14451,587260,24/03/2018
14452,864552,08/12/2015
14453,863534,27/10/2009
14454,392445,20/10/2015
14455,735333,17/12/2014
14456,584301,29/06/2019
14457,201353,02/01/2009
14458,833604,17/04/2009
14459,684732,05/05/2002
14460,126000,08/01/1987
14461,648477,12/01/2011
14462,296918,18/03/2008
14463,12890,07/07/1971
14464,859887,04/01/2013
14465,108386,31/10/2012
14466,23510,19/01/1980
14467,42299,10/11/1960
14468,565639,10/02/2019
14469,205839,20/02/2015
14470,891163,08/06/1997
14471,550730,23/08/2006
14472,214860,24/03/2003
14473,47130,02/11/1996
14474,722031,28/01/2000
14475,698512,06/11/2013
14476,87920,14/06/2003
14477,982478,29/09/1995
14478,184887,02/09/2005
14479,386035,18/03/1982
14480,595038,27/10/1996
14481,989671,09/08/1999
14482,193074,27/06/1971
14483,806785,26/12/2013
14484,671571,02/12/2006
14485,203507,12/08/2016
14486,487996,10/09/2017
14487,819783,06/01/2009
14488,446197,23/07/2014
14489,681656,26/07/1993
14490,603660,13/08/1994
14491,984293,16/08/2019
14492,760526,28/12/1963
14493,297254,05/10/2015
14494,383483,05/09/1999
14495,636193,22/01/2011
14496,950755,23/11/2010
14497,772918,21/09/2017
14498,515514,13/06/2015
14499,333873,16/05/1980
14500,47569,12/07/1992
14501,825735,12/08/2017
14502,206739,26/05/1974
14503,300597,04/07/2013
14504,459662,03/09/1985
14505,204727,18/12/2008
14506,409385,10/06/2011
14507,173253,01/10/2007
14508,387035,07/06/1993
14509,644427,02/03/1972
14510,1052,14/10/1976
14511,117675,21/06/1983
14512,293621,20/06/2013
14513,821636,03/05/2003
14514,360828,12/12/2006
14515,701663,02/02/1996
14516,666806,05/09/1976
14517,576556,11/12/2015
14518,683996,15/08/1994
14519,726158,15/04/2015
14520,50803,16/06/2012
14521,685198,16/06/2018
14522,124889,12/07/2017
14523,436489,19/04/2008
14524,7077,15/08/2017
14525,810066,20/06/2011
14526,500787,07/07/2001
14527,378622,09/11/1998
14528,28477,14/11/2014
14529,436449,05/03/1989
14530,609719,03/12/1981
14531,808264,29/11/2011
14532,470654,22/08/2010
14533,620088,01/07/2011
14534,136662,16/08/2007
14535,791838,31/12/1996
14536,661578,10/05/1953
14537,757039,02/06/2016
14538,586342,06/02/1997
14539,114295,13/07/1986
14540,886366,15/10/1996
14541,524629,13/03/1994
14542,179474,29/10/2016
14543,895915,01/07/2014
14544,391904,05/02/1971
14545,970519,06/11/2016
14546,425583,07/02/2003
14547,17801,02/07/2019
14548,228440,12/09/1975
14549,301731,08/11/2016
14550,980834,17/10/2011
14551,848534,11/08/2015
14552,562401,21/11/1964
14553,692359,23/08/2019
14554,880345,29/09/2011
14555,470906,23/09/2011
14556,62090,15/03/2016
14557,977255,05/01/1985
14558,27690,28/01/1992
14559,939471,07/12/1980
14560,633056,14/04/2019
14561,399643,09/08/2001
14562,821784,25/06/2016
14563,129397,23/06/1993
14564,659144,30/06/1999
14565,785850,20/09/2014
14566,287263,02/10/2009
14567,105425,26/01/2018
14568,380047,03/11/2013
14569,704916,19/03/2016
14570,689551,10/07/2018
14571,554899,05/12/2007
14572,7049,06/11/2014
14573,901121,24/04/1977
14574,651066,18/03/1965
14575,993489,29/10/2014
14576,681841,02/08/2017
14577,930179,03/09/2005
14578,173244,15/08/1968
14579,942521,17/11/2012
14580,881213,10/08/2004
14581,81725,18/05/2019
14582,376320,08/04/2005
14583,649112,07/04/2008
14584,533315,23/08/1995
14585,190860,18/06/2016
14586,646145,24/02/1983
14587,955660,22/05/2002
14588,644482,15/11/1990
14589,324654,01/01/2014
14590,466175,17/06/2019
14591,446463,03/07/2010
14592,398847,18/02/2009
14593,856428,09/10/1991
14594,499334,21/02/1988
14595,921761,20/04/2017
14596,431204,14/06/2011
14597,226150,02/02/2003
14598,995215,03/10/2002
14599,305472,27/01/2005
14600,120860,25/07/1986
14601,299252,29/03/1992
14602,27626,09/10/1988
14603,349971,24/11/1992
14604,894751,12/07/1989
14605,801096,31/05/1974
14606,347010,16/08/2008
14607,384812,09/11/2016
14608,410593,10/08/1984
14609,842272,12/07/2015
14610,717146,21/02/2011
14611,975886,16/07/2017
14612,761650,04/02/1968
14613,845999,26/10/2005
14614,637267,25/10/1988
14615,419549,26/01/1985
14616,36706,06/10/2016
14617,551647,07/09/1989
14618,863396,03/06/1969
14619,690746,27/06/2017
14620,28566,24/04/1993
14621,556251,21/11/1976
14622,599688,21/10/1982
14623,612387,09/03/1987
14624,162599,28/10/1988
14625,460692,23/03/2019
14626,119644,17/07/1997
14627,197273,14/01/2011
14628,757181,16/04/2011
14629,118078,27/04/2016
14630,52833,20/07/2010
14631,857314,22/04/1965
14632,291537,05/05/1992
14633,691841,26/06/1972
14634,788765,21/08/1993
14635,240823,04/08/1988
14636,16695,04/12/1995
14637,94737,27/03/2015
14638,681654,20/02/2015
14639,8096,01/11/1995
14640,845361,18/03/1982
14641,124808,09/11/1959
14642,234565,28/12/1971
14643,147909,22/09/2005
14644,152886,08/10/1964
14645,748703,16/01/2002
14646,417513,17/09/1996
14647,13656,04/06/1995
14648,906924,10/02/2018
14649,991148,03/12/1964
14650,546377,12/12/2018
14651,492992,03/04/2015
14652,969066,19/08/2015
14653,573451,21/11/2011
14654,186964,22/12/2012
14655,844101,10/08/2016
