mid,proyecto
22646,"Clear Channel Outdoor Holdings, Inc."
22647,Pascua
22648,BRF S.A.
22649,Cerro Colorado
22650,El Peñón
22651,First Trust Multi-Asset Diversified Income Index Fund
22652,Romeral
22653,"Pinnacle Financial Partners, Inc."
22654,"Fiserv, Inc."
22655,"Destination XL Group, Inc."
22656,El Salvador
22657,Corporate Asset Backed Corp CABCO
22658,Costamare Inc.
22659,"Blackhawk Network Holdings, Inc."
22660,Gilat Satellite Networks Ltd.
22661,Manto Verde
22662,Quiborax - Ascotán
22663,"Westbury Bancorp, Inc."
22664,El Soldado
22665,Pascua
22666,iShares 20+ Year Treasury Bond ETF
22667,Virco Manufacturing Corporation
22668,Gladstone Commercial Corporation
22669,AbbVie Inc.
22670,"Chegg, Inc."
22671,Guanaco
22672,Vina Concha Y Toro
22673,El Tofo
22674,Check-Cap Ltd.
22675,"CatchMark Timber Trust, Inc."
22676,Antucoya
22677,Silvercrest Asset Management Group Inc.
22678,United States Cellular Corporation
22679,"Idera Pharmaceuticals, Inc."
22680,Lambert
22681,L.B. Foster Company
22682,"Spark Energy, Inc."
22683,SQM - Yumbes
22684,Andes Travertine
22685,Pupunahue
22686,"Zynerba Pharmaceuticals, Inc."
22687,"Taiwan Fund, Inc. (The)"
22688,Cordillera - Tenardita
22689,"OraSure Technologies, Inc."
22690,"Delcath Systems, Inc."
22691,Peabody Energy Corporation
22692,San Gerónimo
22693,Voya Global Equity Dividend and Premium Opportunity Fund
22694,Double Eagle Acquisition Corp.
22695,"Fiserv, Inc."
22696,Johnson & Johnson
22697,Flor de Los Andes
22698,"National American University Holdings, Inc."
22699,L.B. Foster Company
22700,Peapack-Gladstone Financial Corporation
22701,"Hawkins, Inc."
22702,"Universal Stainless & Alloy Products, Inc."
22703,Mackinac Financial Corporation
22704,Ministro Hales
22705,"Commercial Vehicle Group, Inc."
22706,Orbotech Ltd.
22707,Franke
22708,"Sportsman's Warehouse Holdings, Inc."
22709,Radomiro Tomic
22710,Marine Petroleum Trust
22711,Franke
22712,"Cyclacel Pharmaceuticals, Inc."
22713,Cerro Blanco
22714,West Corporation
22715,American Homes 4 Rent
22716,María Elisa
22717,Cerro Colorado
22718,"TC PipeLines, LP"
22719,"German American Bancorp, Inc."
22720,Virco Manufacturing Corporation
22721,Peckett
22722,Randgold Resources Limited
22723,"JA Solar Holdings, Co., Ltd."
22724,Linderos
22725,Gabriela Mistral
22726,First Trust Nasdaq Retail ETF
22727,"Entergy Louisiana, Inc."
22728,Inacesa - El Way
22729,Michilla
22730,SQM - Yumbes
22731,SQM - Mapocho
22732,"SeaChange International, Inc."
22733,"Spark Energy, Inc."
22734,"Chunghwa Telecom Co., Ltd."
22735,La Patagua
22736,Cosayach - Negreiros
22737,First Trust Emerging Markets Small Cap AlphaDEX Fund
22738,DRDGOLD Limited
22739,Andacollo Oro
22740,Pascua
22741,Diana Shipping inc.
22742,"Dynex Capital, Inc."
22743,Tres Valles
22744,"Delcath Systems, Inc."
22745,Old Republic International Corporation
22746,Park-Ohio Holdings Corp.
22747,"Pinnacle Financial Partners, Inc."
22748,First Trust Nasdaq Retail ETF
22749,"Cyclacel Pharmaceuticals, Inc."
22750,Lenga
22751,CVS Health Corporation
22752,Azul S.A.
22753,Las Luces
22754,BRF S.A.
22755,"Sierra Oncology, Inc."
22756,Pullalli
22757,Terreno Realty Corporation
22758,Coirón
22759,"HCA Healthcare, Inc."
22760,"PrivateBancorp, Inc."
22761,"Fiserv, Inc."
22762,Lomas Bayas
22763,"Zynerba Pharmaceuticals, Inc."
22764,"China Lodging Group, Limited"
22765,Silicon Motion Technology Corporation
22766,Vanguard Russell 3000 ETF
22767,"Cyclacel Pharmaceuticals, Inc."
22768,RenaissanceRe Holdings Ltd.
22769,Cerro Imán
22770,Caserones
22771,Cummins Inc.
22772,Arlington Asset Investment Corp
22773,"ILG, Inc"
22774,Salesforce.com Inc
22775,"Mirna Therapeutics, Inc."
22776,Bright Scholar Education Holdings Limited
22777,Peapack-Gladstone Financial Corporation
22778,Gilat Satellite Networks Ltd.
22779,"SeaChange International, Inc."
22780,Navío
22781,Refugio
22782,Candelaria
22783,Los Bronces
22784,Toll Brothers Inc.
22785,Michilla
22786,Lomas Bayas
22787,Colico Sur
22788,"First Financial Bankshares, Inc."
22789,"Gray Television, Inc."
22790,"Gray Television, Inc."
22791,R.R. Donnelley & Sons Company
22792,Cerro Colorado
22793,Pupunahue
22794,PrimeEnergy Corporation
22795,U.S. Energy Corp.
22796,"Texas Capital Bancshares, Inc."
22797,"support.com, Inc."
22798,China Mobile (Hong Kong) Ltd.
22799,Cohen & Steers Reit and Preferred Income Fund Inc
22800,Northrop Grumman Corporation
22801,Guanaco
22802,Eaton Vance Corporation
22803,"Adams Diversified Equity Fund, Inc."
22804,Isla Guarello
22805,Linderos
22806,Victoria
22807,"SolarEdge Technologies, Inc."
22808,First Trust South Korea AlphaDEX Fund
22809,Hamilton Lane Incorporated
22810,Quebrada Blanca
22811,Sierra Gorda
22812,VictoryShares US 500 Enhanced Volatility Wtd ETF
22813,El Tesoro
22814,Entegra Financial Corp.
22815,El Salvador
22816,Tata Motors Ltd
22817,La Marcelina
22818,Flor de Los Andes
22819,Hamilton Lane Incorporated
22820,Cerro Imán
22821,Patriot National Bancorp Inc.
22822,SQM - Pedro de Valdivia
22823,Envision Healthcare Corporation
22824,"UMH Properties, Inc."
22825,Celite - Carol
22826,Cummins Inc.
22827,Dollar General Corporation
22828,"National American University Holdings, Inc."
22829,iShares MSCI EM ESG Optimized ETF
22830,Abeona Therapeutics Inc.
22831,"Vectrus, Inc."
22832,Corporate Asset Backed Corp CABCO
22833,"Dupont Fabros Technology, Inc."
22834,Entegra Financial Corp.
22835,AmerisourceBergen Corporation (Holding Co)
22836,Radomiro Tomic
22837,E.I. du Pont de Nemours and Company
22838,María Elisa
22839,Great Plains Energy Inc
22840,CMP - El Laco
22841,Salesforce.com Inc
22842,Carvana Co.
22843,Kilroy Realty Corporation
22844,Cerro Colorado
22845,Kraton Corporation
22846,Global Partner Acquisition Corp.
22847,"XO Group, Inc."
22848,SQM Salar
22849,Nuveen Connecticut Quality Municipal Income Fund
22850,"Ashford Hospitality Prime, Inc."
22851,ENGlobal Corporation
22852,AmerisourceBergen Corporation (Holding Co)
22853,PowerShares Nasdaq Internet Portfolio
22854,Cerro Imán
22855,SQM - María Elena
22856,Walter Investment Management Corp.
22857,"Kayne Anderson Energy Total Return Fund, Inc."
22858,PowerShares KBW High Dividend Yield Financial Portfolio
22859,Esperanza
22860,"Avenue Therapeutics, Inc."
22861,La Pepa
22862,"Ellie Mae, Inc."
22863,SQM - Yumbes
22864,"LM Funding America, Inc."
22865,EQT Corporation
22866,Guanaco
22867,"Xenia Hotels & Resorts, Inc."
22868,AdvisorShares Market Adaptive Unconstrained Income ETF
22869,"Chunghwa Telecom Co., Ltd."
22870,Refugio
22871,"Zynerba Pharmaceuticals, Inc."
22872,Andacollo Oro
22873,Elkhorn Commodity Rotation Strategy ETF
22874,Punitaqui
22875,Andacollo Cobre
22876,Entercom Communications Corporation
22877,Chimberos
22878,"FTI Consulting, Inc."
22879,Great Elm Capital Corp.
22880,"Everspin Technologies, Inc."
22881,"International Seaways, Inc."
22882,Chuquicamata
22883,Punta de Lobos - Kanita
22884,Cabot Corporation
22885,Inacesa - El Way
22886,Andina
22887,"Littelfuse, Inc."
22888,First Trust Senior Loan Fund ETF
22889,PowerShares BuyBack Achievers Portfolio
22890,Vanguard Russell 3000 ETF
22891,Cóndor
22892,BLDRS Asia 50 ADR Index Fund
22893,United Microelectronics Corporation
22894,U.S. Energy Corp.
22895,Fertón
22896,Silvercrest Asset Management Group Inc.
22897,PIMCO Dynamic Credit and Mortgage Income Fund
22898,María Elisa
22899,HollyFrontier Corporation
22900,Nuveen AMT-Free Municipal Value Fund
22901,Entercom Communications Corporation
22902,La Picarda
22903,Urstadt Biddle Properties Inc.
22904,Entercom Communications Corporation
22905,Pascua
22906,Azul S.A.
22907,Anheuser-Busch Inbev SA
22908,Entercom Communications Corporation
22909,Cosayach - Soledad
22910,"Sarepta Therapeutics, Inc."
22911,"Taiwan Fund, Inc. (The)"
22912,Guanaco
22913,Unisys Corporation
22914,Carola
22915,"Portola Pharmaceuticals, Inc."
22916,Array BioPharma Inc.
22917,Tres Valles
22918,PowerShares Golden Dragon China Portfolio
22919,"Avon Products, Inc."
22920,Salesforce.com Inc
22921,Bright Scholar Education Holdings Limited
22922,Nuveen Michigan Quality Municipal Income Fund
22923,Schwager
22924,First Trust Multi-Asset Diversified Income Index Fund
22925,"National American University Holdings, Inc."
22926,"Tootsie Roll Industries, Inc."
22927,Gabriela Mistral
22928,Patriot National Bancorp Inc.
22929,Urstadt Biddle Properties Inc.
22930,CoreSite Realty Corporation
22931,"Blackhawk Network Holdings, Inc."
22932,iShares 20+ Year Treasury Bond ETF
22933,Silicon Motion Technology Corporation
22934,El Abra
22935,Imax Corporation
22936,Lenga
22937,Moog Inc.
22938,La Patagua
22939,El Abra
22940,"Avenue Therapeutics, Inc."
22941,B.O.S. Better Online Solutions
22942,Kite Realty Group Trust
22943,Walter Investment Management Corp.
22944,Diana Shipping inc.
22945,"Edge Therapeutics, Inc."
22946,"Clear Channel Outdoor Holdings, Inc."
22947,Elkhorn Commodity Rotation Strategy ETF
22948,"Ocular Therapeutix, Inc."
22949,Cerro Blanco
22950,Radomiro Tomic
22951,Great Elm Capital Corp.
22952,Janus Henderson Small Cap Growth Alpha ETF
22953,Forum Merger Corporation
22954,"Idera Pharmaceuticals, Inc."
22955,Chuquicamata
22956,Esperanza
22957,Cerro Colorado
22958,"China Lodging Group, Limited"
22959,"SeaChange International, Inc."
22960,First Trust Emerging Markets Small Cap AlphaDEX Fund
22961,Dorado
22962,PowerShares BuyBack Achievers Portfolio
22963,PureFunds ETFx HealthTech ETF
22964,San José
22965,El Volcán
22966,Nuveen Connecticut Quality Municipal Income Fund
22967,First Trust International Multi-Asset Diversified Income Index
22968,Entegra Financial Corp.
22969,"Spark Energy, Inc."
22970,Cerro Casale
22971,Schwager
22972,PowerShares KBW High Dividend Yield Financial Portfolio
22973,Arlington Asset Investment Corp
22974,Diageo plc
22975,Cordillera - Tenardita
22976,Antucoya
22977,Kopin Corporation
22978,El Guindo
22979,United Insurance Holdings Corp.
22980,Old Republic International Corporation
22981,La Coipa
22982,Cowen Inc.
22983,Kamada Ltd.
22984,"Pepsico, Inc."
22985,EQT Corporation
22986,Maganeso III de Atacama
22987,La Marcelina
22988,"Cogentix Medical, Inc."
22989,Diana Shipping inc.
22990,SL Green Realty Corporation
22991,iShares MSCI EM ESG Optimized ETF
22992,Lambert
22993,iShares MSCI EM ESG Optimized ETF
22994,Virco Manufacturing Corporation
22995,La Coipa
22996,Elkhorn Commodity Rotation Strategy ETF
22997,Hamilton Lane Incorporated
22998,CMP - Romeral
22999,Moog Inc.
23000,"Western Refining Logistics, LP"
23001,Clifton Bancorp Inc.
23002,Cerro Negro
23003,El Volcán
23004,"Tootsie Roll Industries, Inc."
23005,Nuveen Floating Rate Income Fund
23006,III de Atacama Kozan
23007,Royal Caribbean Cruises Ltd.
23008,"Clear Channel Outdoor Holdings, Inc."
23009,Lenga
23010,"UMH Properties, Inc."
23011,Cabot Corporation
23012,DRDGOLD Limited
23013,Montecristo
23014,"Commerce Bancshares, Inc."
23015,Enel Generacion Chile S.A.
23016,CoreSite Realty Corporation
23017,"TC PipeLines, LP"
23018,United Insurance Holdings Corp.
23019,Isla Riesco
23020,"Investors Bancorp, Inc."
23021,Kilroy Realty Corporation
23022,Linderos
23023,La Patagua
23024,Delta
23025,"Kayne Anderson Energy Total Return Fund, Inc."
23026,Cóndor
23027,Merus Labs International Inc.
23028,"Rush Enterprises, Inc."
23029,Pupunahue
23030,Schwager
23031,Celite - Tilviche
23032,Yelp Inc.
23033,Celite - Carol
23034,Kamada Ltd.
23035,Jerónimo
23036,Cabot Corporation
23037,Victoria
23038,SAP SE
23039,Chimborazo
23040,"H&R Block, Inc."
23041,"Impax Laboratories, Inc."
23042,First Trust South Korea AlphaDEX Fund
23043,AbbVie Inc.
23044,SQM - Yumbes
23045,III de Atacama Kozan
23046,"Recon Technology, Ltd."
23047,Pupunahue
23048,Novelion Therapeutics Inc.
23049,Dorado
23050,Hamilton Lane Incorporated
23051,La Patagua
23052,Dorado
23053,Quiborax
23054,Antucoya
23055,"HCA Healthcare, Inc."
23056,"Arista Networks, Inc."
23057,Imax Corporation
23058,Quebrada Blanca
23059,Alhué
23060,CMP - El Laco
23061,SCL Chemetall
23062,Catamutún
23063,"Hawkins, Inc."
23064,"The Chefs' Warehouse, Inc."
23065,Pascua
23066,"Avon Products, Inc."
23067,María Elisa
23068,Inacesa - El Jilguero
23069,Ministro Hales
23070,Global Partner Acquisition Corp.
23071,Carola
23072,Altamira
23073,"Portola Pharmaceuticals, Inc."
23074,La Picarda
23075,El Morro
23076,La Patagua
23077,"HCA Healthcare, Inc."
23078,"JA Solar Holdings, Co., Ltd."
23079,Sierra Gorda
23080,"India Fund, Inc. (The)"
23081,Georgia Power Company
23082,SQM - Nueva Victoria
23083,Independence Holding Company
23084,Bed Bath & Beyond Inc.
23085,Cerro Bayo
23086,EPR Properties
23087,Kamada Ltd.
23088,"Franklin Financial Network, Inc."
23089,iPath US Treasury Long Bond Bear ETN
23090,AGCO Corporation
23091,"Adams Diversified Equity Fund, Inc."
23092,NVIDIA Corporation
23093,"Chunghwa Telecom Co., Ltd."
23094,Envision Healthcare Corporation
23095,Zion Oil & Gas Inc
23096,"Delcath Systems, Inc."
23097,Galectin Therapeutics Inc.
23098,Randgold Resources Limited
23099,Don Alberto
23100,"Taiwan Fund, Inc. (The)"
23101,Zion Oil & Gas Inc
23102,El Guindo
23103,Algorta
23104,AdvisorShares Market Adaptive Unconstrained Income ETF
23105,Las Cenizas
23106,"Urban One, Inc. "
23107,Los Pelambres
23108,Intracampos
23109,"Apple Hospitality REIT, Inc."
23110,Radomiro Tomic
23111,Eagle Bulk Shipping Inc.
23112,"Franklin Financial Network, Inc."
23113,María Elisa
23114,"JA Solar Holdings, Co., Ltd."
23115,3M Company
23116,United States Cellular Corporation
23117,United Insurance Holdings Corp.
23118,Fair Isaac Corporation
23119,"Universal Stainless & Alloy Products, Inc."
23120,First Trust Senior Loan Fund ETF
23121,Texas Pacific Land Trust
23122,China Mobile (Hong Kong) Ltd.
23123,Refugio
23124,Check-Cap Ltd.
23125,First Trust Emerging Markets Small Cap AlphaDEX Fund
23126,Eagle Bulk Shipping Inc.
23127,Elenita
23128,Alliance National Municipal Income Fund Inc
23129,La Patagua
23130,Cosayach - Negreiros
23131,Chimborazo
23132,Kraton Corporation
23133,SL Green Realty Corporation
23134,Antucoya
23135,Toll Brothers Inc.
23136,Biglari Holdings Inc.
23137,Novanta Inc.
23138,Montecristo
23139,Salesforce.com Inc
23140,Cerro Bayo
23141,"Vectrus, Inc."
23142,"XO Group, Inc."
23143,U.S. Energy Corp.
23144,Andacollo Oro
23145,Gilat Satellite Networks Ltd.
23146,"Franklin Financial Network, Inc."
23147,Choquelimpie
23148,Delta
23149,Las Piedras
23150,Peabody Energy Corporation
23151,Sierra Gorda
23152,"Portola Pharmaceuticals, Inc."
23153,"ILG, Inc"
23154,Walter Investment Management Corp.
23155,"MiMedx Group, Inc"
23156,CMP - Cerro Negro Norte
23157,Silvercrest Asset Management Group Inc.
23158,KT Corporation
23159,"Taiwan Fund, Inc. (The)"
23160,First Trust Multi-Asset Diversified Income Index Fund
23161,"HD Supply Holdings, Inc."
23162,"Western Refining Logistics, LP"
23163,SQM - Yumbes
23164,Ojos del Salado
23165,"JA Solar Holdings, Co., Ltd."
23166,"OraSure Technologies, Inc."
23167,Alliance National Municipal Income Fund Inc
23168,Clifton Bancorp Inc.
23169,The9 Limited
23170,"Xenia Hotels & Resorts, Inc."
23171,CMP - Cerro Negro Norte
23172,Guaranty Bancorp
23173,First Trust South Korea AlphaDEX Fund
23174,Imax Corporation
23175,Vina Concha Y Toro
23176,"TC PipeLines, LP"
23177,Quiborax - Ascotán
23178,"SeaChange International, Inc."
23179,Western Asset Bond Fund
23180,PowerShares Nasdaq Internet Portfolio
23181,"German American Bancorp, Inc."
23182,Torchmark Corporation
23183,"OraSure Technologies, Inc."
23184,"Pepsico, Inc."
23185,Enel Generacion Chile S.A.
23186,Tata Motors Ltd
23187,Andina
23188,Microsemi Corporation
23189,Pullalli
23190,Randgold Resources Limited
23191,"German American Bancorp, Inc."
23192,Biglari Holdings Inc.
23193,Mantos Blancos
23194,"XO Group, Inc."
23195,Kopin Corporation
23196,"Universal Stainless & Alloy Products, Inc."
23197,KT Corporation
23198,Flor de Los Andes
23199,SAP SE
23200,Cummins Inc.
23201,Dollar General Corporation
23202,"The Chefs' Warehouse, Inc."
23203,Pascua
23204,Array BioPharma Inc.
23205,Zion Oil & Gas Inc
23206,"MasTec, Inc."
23207,"HD Supply Holdings, Inc."
23208,"Avon Products, Inc."
23209,Anheuser-Busch Inbev SA
23210,Diana Shipping inc.
23211,Enel Generacion Chile S.A.
23212,"The Travelers Companies, Inc."
23213,"Spark Energy, Inc."
23214,"Littelfuse, Inc."
23215,Celite - Tilviche
23216,"Sportsman's Warehouse Holdings, Inc."
23217,Celite - Tilviche
23218,"Spark Energy, Inc."
23219,"Nustar GP Holdings, LLC"
23220,JM Global Holding Company
23221,Can Can
23222,"SeaChange International, Inc."
23223,Gladstone Commercial Corporation
23224,"LTC Properties, Inc."
23225,Johnson & Johnson
23226,BLDRS Developed Markets 100 ADR Index Fund
23227,CMP - Cerro Negro Norte
23228,AGCO Corporation
23229,Abeona Therapeutics Inc.
23230,ACF - Lagunas
23231,"SeaChange International, Inc."
23232,Walter Investment Management Corp.
23233,"Impax Laboratories, Inc."
23234,Comcast Corporation
23235,"Spark Energy, Inc."
23236,III de Atacama Minerals - Aguas Blancas
23237,Franke
23238,Algorta
23239,E.I. du Pont de Nemours and Company
23240,"Delcath Systems, Inc."
23241,"CenterPoint Energy, Inc."
23242,Corporate Asset Backed Corp CABCO
23243,"First Hawaiian, Inc."
23244,SQM - Nueva Victoria
23245,"NextEra Energy, Inc."
23246,Romeral
23247,Bright Scholar Education Holdings Limited
23248,"SolarEdge Technologies, Inc."
23249,"Littelfuse, Inc."
23250,Jazz Pharmaceuticals plc
23251,El Toqui
23252,Refugio
23253,"Spark Energy, Inc."
23254,Special Opportunities Fund Inc.
23255,Entercom Communications Corporation
23256,"Chegg, Inc."
23257,Schwager
23258,Western Alliance Bancorporation
23259,"JA Solar Holdings, Co., Ltd."
23260,"Zynerba Pharmaceuticals, Inc."
23261,E.I. du Pont de Nemours and Company
23262,Celite - Tana
23263,Orbotech Ltd.
23264,Mantos de la Luna
23265,Microsemi Corporation
23266,"Discovery Communications, Inc."
23267,Gabriela Mistral
23268,Fertón
23269,iShares 20+ Year Treasury Bond ETF
23270,Merus Labs International Inc.
23271,"Apple Hospitality REIT, Inc."
23272,Inacesa - El Jilguero
23273,Sierra Gorda
23274,"Nutanix, Inc."
23275,ACF - Lagunas
23276,Cummins Inc.
23277,Escondida
23278,"Delcath Systems, Inc."
23279,"Sportsman's Warehouse Holdings, Inc."
23280,Galectin Therapeutics Inc.
23281,Los Pelambres
23282,Los Bronces
23283,"Impax Laboratories, Inc."
23284,E.I. du Pont de Nemours and Company
23285,3M Company
23286,"Sportsman's Warehouse Holdings, Inc."
23287,"Xenia Hotels & Resorts, Inc."
23288,"Aspen Technology, Inc."
23289,Cordillera - Tenardita
23290,Diageo plc
23291,Bright Scholar Education Holdings Limited
23292,First Trust South Korea AlphaDEX Fund
23293,"Cleveland BioLabs, Inc."
23294,Anheuser-Busch Inbev SA
23295,Inacesa - El Way
23296,El Tofo
